#{"t_start": 1693318771.3041766, "env_id": null}
r,l,t
480,36,63.634248
570,18,63.738713
450,42,63.910727
555,21,64.00733
470,38,64.185934
525,27,64.305161
555,21,64.375551
555,21,64.475483
460,40,64.665177
530,26,64.782815
565,19,64.862724
575,17,64.932867
560,20,65.029784
535,25,65.128316
495,33,65.293355
515,29,65.426203
440,44,76.45781
585,15,76.53893
515,29,76.690063
495,33,76.990398
520,28,77.140827
540,24,77.261831
275,77,77.647688
590,14,77.768482
565,19,77.86639
565,19,77.945776
450,42,78.210027
540,24,78.377823
415,49,78.651048
560,20,78.764654
470,38,78.969503
510,30,79.135446
480,36,79.29938
510,30,79.484106
565,19,79.59629
480,36,79.799677
390,54,80.072899
575,17,80.199052
530,26,80.34151
540,24,80.464974
585,15,80.546764
585,15,80.628013
535,25,80.79206
530,26,80.94815
555,21,81.051744
500,32,81.217527
575,17,81.308713
555,21,81.425103
545,23,81.579211
410,50,81.895833
570,18,81.991237
525,27,82.144688
590,14,82.247119
570,18,82.343529
500,32,82.491682
535,25,82.588125
575,17,82.660708
530,26,82.765074
575,17,82.827859
510,30,82.955205
500,32,83.097009
570,18,83.180021
465,39,83.344718
520,28,83.481349
515,29,83.586185
550,22,83.674279
590,14,83.762411
550,22,83.851892
530,26,83.974838
600,12,84.041907
590,14,84.111364
440,44,84.316994
570,18,84.398648
435,45,84.593148
420,48,84.817723
545,23,84.910853
510,30,85.046019
515,29,85.174833
515,29,85.321465
580,16,85.398628
540,24,85.509709
555,21,85.599652
480,36,85.749575
475,37,85.895772
595,13,85.97803
585,15,86.069179
530,26,86.204222
535,25,86.32996
565,19,86.425126
560,20,86.52627
570,18,86.614509
550,22,86.728571
400,52,86.966234
555,21,99.3152
515,29,99.469127
525,27,99.631651
520,28,99.781852
360,60,100.135062
545,23,100.277622
505,31,100.45943
575,17,100.588242
485,35,100.785488
465,39,100.992334
535,25,101.115469
575,17,101.226569
510,30,101.388584
570,18,101.510507
545,23,101.637805
565,19,101.756663
335,65,102.073111
600,12,102.122013
500,32,102.25268
580,16,102.321436
585,15,102.387332
510,30,102.51988
580,16,102.589441
560,20,102.672578
465,39,102.825103
550,22,102.918271
585,15,102.985091
220,77,103.293928
495,33,103.433548
530,26,103.559258
585,15,103.637584
530,26,103.7552
320,68,104.028707
560,20,104.105527
560,20,104.201127
585,15,104.271165
450,42,104.451218
520,28,104.569856
550,22,104.66522
570,18,104.754305
540,24,104.866984
585,15,104.934004
585,15,105.008574
560,20,105.094187
550,22,105.182304
540,24,105.309282
540,24,105.391343
565,19,105.529969
450,42,105.703859
-215,54,105.919672
595,13,105.987339
580,16,106.078811
505,31,106.230692
560,20,106.349158
560,20,106.418897
545,23,106.500744
540,24,106.610719
510,30,106.732087
550,22,106.841988
390,54,107.078494
410,50,107.316109
340,64,107.579867
515,29,107.725184
585,15,107.782033
490,34,107.902226
525,27,108.025446
555,21,108.113151
465,39,108.273167
540,24,108.376171
435,45,108.585485
515,29,108.701332
570,18,108.779786
580,16,122.530678
565,19,122.610432
530,26,122.724649
570,18,122.823755
535,25,122.935922
535,25,123.032772
515,29,123.175089
590,14,123.217219
510,30,123.333072
545,23,123.430138
580,16,123.491132
520,28,123.610719
575,17,123.67966
365,59,123.942007
560,20,124.039321
380,56,124.267004
580,16,124.350466
535,25,124.477898
595,13,124.537843
520,28,124.660767
545,23,124.762497
480,36,124.916233
540,24,125.009652
465,39,125.171352
575,17,125.249794
-225,56,125.477501
475,37,125.640378
525,27,125.783055
550,22,125.878897
470,38,126.038305
540,24,126.152986
550,22,126.27061
530,26,126.387679
525,27,126.493212
505,31,126.65513
480,36,126.824916
430,46,127.010529
485,35,127.142346
575,17,127.210536
560,20,127.293119
560,20,127.369886
540,24,127.46483
540,24,127.572969
555,21,127.685713
545,23,127.807511
530,26,127.927182
600,12,127.991189
555,21,128.086397
560,20,128.177217
535,25,128.293222
570,18,128.371255
590,14,128.430881
440,44,128.627028
560,20,128.727841
520,28,128.852529
565,19,128.934463
595,13,128.997483
380,56,129.238459
510,30,129.369241
570,18,129.445676
550,22,129.551568
385,55,129.81256
530,26,129.928967
-225,56,130.165115
585,15,130.224326
555,21,130.311569
600,12,130.377721
485,35,130.530717
455,41,130.716106
360,60,130.975382
590,14,131.044997
595,13,131.115016
530,26,131.217447
590,14,131.28117
515,29,131.425944
505,31,131.559506
480,36,145.574078
370,58,145.813802
505,31,145.938067
520,28,146.077202
575,17,146.180548
580,16,146.274413
490,34,146.410755
595,13,146.480326
570,18,146.565882
585,15,146.657563
535,25,146.770752
445,43,146.93599
515,29,147.076582
520,28,147.208451
360,60,147.443851
530,26,147.540703
385,55,147.751164
560,20,147.8476
450,42,148.079781
465,39,148.236426
540,24,148.35987
465,39,148.526445
550,22,148.633368
575,17,148.696181
590,14,148.769894
545,23,148.868031
335,65,149.157393
540,24,149.26345
590,14,149.326602
565,19,149.391567
565,19,149.476034
465,39,149.661419
505,31,149.758681
550,22,149.856086
525,27,149.987418
555,21,150.087189
585,15,150.159668
590,14,150.215887
575,17,150.301653
375,57,150.503929
380,56,150.728168
590,14,150.781047
575,17,150.860724
595,13,150.939001
540,24,151.035068
480,36,151.212116
355,61,151.492918
475,37,151.644449
580,16,151.728163
495,33,151.860559
555,21,151.952344
540,24,152.063872
570,18,152.155387
490,34,152.274523
515,29,152.388812
515,29,152.506808
485,35,152.649597
560,20,152.752816
565,19,152.849837
560,20,152.938112
595,13,153.003422
580,16,153.066056
560,20,153.138695
440,44,153.314297
475,37,153.463668
455,41,153.632103
525,27,153.758281
490,34,153.885811
565,19,153.953708
440,44,154.127833
585,15,154.215214
550,22,154.313397
420,48,168.179845
570,18,168.244818
515,29,168.372613
350,62,168.602726
590,14,168.666253
590,14,168.739375
515,29,168.841552
375,57,169.070766
450,42,169.24157
400,52,169.445889
560,20,169.544443
590,14,169.604338
525,27,169.690158
595,13,169.750917
435,45,169.92066
585,15,169.994019
540,24,170.088682
450,42,170.273853
530,26,170.396479
480,36,170.53802
495,33,170.695084
530,26,170.814548
385,55,171.083403
520,28,171.240895
510,30,171.359992
500,32,171.49786
360,60,171.776721
525,27,171.899968
570,18,171.978951
455,41,172.190926
530,26,172.333638
565,19,172.41184
590,14,172.485467
560,20,172.574988
505,31,172.703029
480,36,172.841427
575,17,172.912504
595,13,172.961379
575,17,173.04737
525,27,173.1374
575,17,173.219812
555,21,173.315328
580,16,173.385104
175,86,173.726592
485,35,173.866919
525,27,173.986261
-205,52,174.217554
545,23,174.326602
590,14,174.382643
560,20,174.481558
555,21,174.61276
585,15,174.69283
545,23,174.847282
585,15,174.931522
580,16,175.004353
530,26,175.146986
565,19,175.263342
580,16,175.336388
465,39,175.550237
440,44,175.785385
575,17,175.89776
595,13,175.96189
550,22,176.111963
420,48,176.335524
595,13,176.450541
570,18,176.530343
485,35,176.715118
400,52,177.005102
325,67,177.443183
-205,52,189.943505
595,13,189.999522
555,21,190.100113
555,21,190.202262
550,22,190.300153
420,48,190.530893
585,15,190.58717
520,28,190.718006
405,51,190.940862
395,53,191.204552
475,37,191.364616
580,16,191.42574
570,18,191.486689
485,35,191.616911
540,24,191.785103
555,21,191.866899
575,17,191.957555
525,27,192.096809
585,15,192.185489
530,26,192.297312
350,62,192.543724
555,21,192.623357
410,50,192.873195
510,30,192.993927
590,14,193.039479
515,29,193.16266
565,19,193.237776
495,33,193.37741
495,33,193.527906
560,20,193.610707
345,63,193.868887
455,41,194.079766
525,27,194.236046
575,17,194.316717
525,27,194.480891
505,31,194.660155
565,19,194.76645
545,23,194.891551
215,78,195.315877
595,13,195.401388
565,19,195.514089
565,19,195.6169
445,43,195.834318
465,39,196.07701
295,62,196.409062
560,20,196.554143
595,13,196.62052
520,28,196.809952
515,29,196.982132
485,35,197.15053
-210,53,197.458508
480,36,197.642165
540,24,197.783301
585,15,197.875673
545,23,197.999901
480,36,198.171227
530,26,198.350285
550,22,198.480596
580,16,198.573296
525,27,198.729701
505,31,198.922179
570,18,199.02321
530,26,199.174276
575,17,199.259926
520,28,199.451529
540,24,199.594656
530,26,199.726117
545,23,199.854078
435,45,200.073818
410,50,211.067555
-210,53,211.29935
585,15,211.394836
600,12,211.450953
580,16,211.551832
570,18,211.629
585,15,211.690355
455,41,211.881557
470,38,212.073733
540,24,212.16904
490,34,212.307726
475,37,212.492093
495,33,212.647962
555,21,212.736092
525,27,212.843141
585,15,212.915788
585,15,212.976908
535,25,213.080621
480,36,213.237062
575,17,213.295124
405,51,213.493736
475,37,213.710206
580,16,213.79217
540,24,213.894301
585,15,213.980458
345,63,214.349254
495,33,214.541074
580,16,214.645942
580,16,214.733744
515,29,214.940561
535,25,215.060394
540,24,215.199621
565,19,215.306033
580,16,215.396344
505,31,215.585995
510,30,215.752849
580,16,215.859882
525,27,215.997483
590,14,216.06912
580,16,216.182924
500,32,216.352966
560,20,216.481154
520,28,216.61947
495,33,216.825329
510,30,216.955818
405,51,217.321947
575,17,217.459394
475,37,217.661454
560,20,217.759154
590,14,217.883224
545,23,218.009254
480,36,218.22269
565,19,218.362498
570,18,218.469161
555,21,218.565413
580,16,218.671228
570,18,218.790179
500,32,219.011988
540,24,219.166048
580,16,219.249306
480,36,219.489113
470,38,219.678401
455,41,219.935609
550,22,220.047102
535,25,220.192894
225,76,220.51387
535,25,220.643476
565,19,220.730974
495,33,220.856771
555,21,220.939017
510,30,221.071561
545,23,221.181813
585,15,221.255278
580,16,221.34017
545,23,221.457803
445,43,221.666831
545,23,221.784781
525,27,232.423315
530,26,232.56457
540,24,232.708916
550,22,232.839644
-220,55,233.196648
575,17,233.291439
515,29,233.459485
470,38,233.622949
580,16,233.71571
545,23,233.837188
530,26,233.985918
280,65,234.33038
575,17,234.404127
535,25,234.547804
600,12,234.611843
470,38,234.858734
505,31,235.019661
450,42,235.248493
595,13,235.339746
520,28,235.497864
500,32,235.673464
545,23,235.809586
560,20,235.933279
565,19,236.038589
-205,52,236.304602
525,27,236.490368
520,28,236.636088
545,23,236.761718
490,34,236.956469
515,29,237.11414
530,26,237.256852
495,33,237.41323
485,35,237.621613
540,24,237.783379
365,59,238.091012
545,23,238.208726
535,25,238.345434
575,17,238.481743
475,37,238.682455
-215,54,239.051385
595,13,239.107523
535,25,239.221589
465,39,239.388087
565,19,239.466726
555,21,239.554216
595,13,239.626317
530,26,239.753932
565,19,239.829124
440,44,240.021623
575,17,240.088531
590,14,240.132495
385,55,240.35767
560,20,240.461669
545,23,240.554719
455,41,240.724755
530,26,240.83588
-210,53,241.051604
555,21,241.143643
585,15,241.216497
555,21,241.291724
555,21,241.369226
350,62,241.633479
555,21,241.740375
555,21,241.831749
570,18,241.912162
505,31,242.016023
450,42,242.208143
545,23,242.336209
520,28,242.450311
480,36,242.62135
495,33,242.763814
335,65,254.789634
390,54,255.035617
590,14,255.102593
405,51,255.35707
490,34,255.547011
415,49,255.777879
500,32,255.985953
505,31,256.161772
510,30,256.305731
555,21,256.434237
500,32,256.600952
580,16,256.737114
570,18,256.838914
560,20,256.952518
560,20,257.095815
495,33,257.320638
590,14,257.390363
520,28,257.548165
510,30,257.734001
375,57,258.047441
485,35,258.229151
540,24,258.378213
515,29,258.536722
570,18,258.619769
555,21,258.714785
565,19,258.81512
540,24,258.924475
565,19,259.014461
575,17,259.084735
560,20,259.173692
475,37,259.339344
555,21,259.425309
535,25,259.533889
595,13,259.600206
435,45,259.774101
595,13,259.839716
455,41,260.018435
495,33,260.179727
475,37,260.378686
480,36,260.565162
280,76,260.959615
560,20,261.045414
535,25,261.145209
595,13,261.211739
445,43,261.409665
525,27,261.530583
560,20,261.610939
595,13,261.660832
560,20,261.79337
495,33,261.945441
435,45,262.127087
475,37,262.281886
415,49,262.509877
470,38,262.673426
525,27,262.821303
550,22,262.933282
445,43,263.113279
570,18,263.191951
490,34,263.333031
230,75,263.644767
510,30,263.769961
595,13,263.826952
380,56,264.026528
475,37,264.197047
550,22,264.283166
525,27,264.384611
495,33,277.699287
530,26,277.845252
565,19,277.933167
545,23,278.119379
515,29,278.256069
520,28,278.420039
525,27,278.529298
560,20,278.616492
580,16,278.683157
585,15,278.754185
595,13,278.79764
520,28,278.924945
575,17,278.990422
585,15,279.058332
585,15,279.119603
570,18,279.209367
480,36,279.366184
535,25,279.465062
585,15,279.554985
550,22,279.642719
485,35,279.800311
575,17,279.880948
480,36,280.054432
540,24,280.160159
410,50,280.381507
575,17,280.464565
420,48,280.667755
595,13,280.721326
575,17,280.781161
550,22,280.885259
395,53,281.106781
535,25,281.212936
530,26,281.341341
545,23,281.444832
500,32,281.573125
480,36,281.733352
580,16,281.811472
540,24,281.909735
590,14,281.979564
565,19,282.0629
505,31,282.173647
550,22,282.248463
580,16,282.324742
470,38,282.494302
480,36,282.641482
465,39,282.803226
570,18,282.899369
540,24,282.994442
410,50,283.213156
500,32,283.334807
565,19,283.427947
600,12,283.476083
565,19,283.554476
565,19,283.629427
455,41,283.822348
470,38,283.999052
345,63,284.272976
550,22,284.385287
540,24,284.487059
495,33,284.656459
590,14,284.725721
515,29,284.851666
560,20,284.944781
570,18,285.04467
525,27,285.159462
505,31,285.32772
545,23,285.404431
325,67,285.757221
330,66,286.028118
560,20,286.122943
560,20,286.222981
460,40,286.413274
500,32,286.540006
570,18,286.613425
580,16,286.679422
565,19,286.752714
505,31,300.561282
565,19,300.647203
525,27,300.761387
-225,56,300.978193
580,16,301.063762
590,14,301.129816
370,58,301.389851
575,17,301.457274
500,32,301.585146
465,39,301.766144
540,24,301.876787
510,30,302.005636
565,19,302.079061
555,21,302.180529
525,27,302.263037
375,57,302.511867
395,53,302.729868
535,25,302.838044
535,25,302.990919
465,39,303.169367
560,20,303.263299
485,35,303.418801
580,16,303.483179
535,25,303.601983
425,47,303.796683
565,19,303.881106
540,24,303.949685
575,17,304.004991
560,20,304.091347
530,26,304.211116
520,28,304.314544
585,15,304.366338
390,54,304.583577
445,43,304.76785
535,25,304.877651
535,25,304.986521
460,40,305.168258
545,23,305.27991
500,32,305.421237
570,18,305.513676
565,19,305.593335
555,21,305.712655
535,25,305.834265
495,33,305.971294
550,22,306.069486
535,25,306.194103
470,38,306.339521
550,22,306.443078
520,28,306.558579
550,22,306.669147
385,55,306.873899
455,41,307.041414
515,29,307.143485
450,42,307.33853
440,44,307.540094
415,49,307.753113
550,22,307.881163
500,32,308.033476
535,25,308.142841
490,34,308.280315
520,28,308.393956
555,21,308.48879
570,18,308.556316
485,35,308.687526
230,75,308.967595
425,47,309.132236
580,16,309.222598
500,32,323.062399
565,19,323.149683
575,17,323.228617
470,38,323.376532
595,13,323.452228
500,32,323.594563
515,29,323.714816
485,35,323.835253
430,46,324.043688
515,29,324.15605
555,21,324.258972
575,17,324.336884
520,28,324.459065
360,60,324.662382
575,17,324.74252
530,26,324.865305
435,45,325.052091
530,26,325.166853
390,54,325.382376
520,28,325.51961
560,20,325.619701
585,15,325.695646
520,28,325.834776
500,32,325.943606
465,39,326.130244
570,18,326.199357
475,37,326.36791
585,15,326.428141
500,32,326.558739
600,12,326.626626
600,12,326.676139
600,12,326.736544
485,35,326.872462
560,20,326.972407
515,29,327.086108
510,30,327.224372
575,17,327.308319
540,24,327.409869
410,50,327.655316
545,23,327.760811
545,23,327.877721
480,36,328.050912
490,34,328.190443
560,20,328.289229
500,32,328.43783
600,12,328.485302
560,20,328.567026
460,40,328.759901
545,23,328.860352
540,24,328.945517
585,15,329.030724
600,12,329.092937
425,47,329.283061
485,35,329.4513
600,12,329.502262
500,32,329.655276
580,16,329.729856
595,13,329.793395
590,14,329.852949
515,29,329.942052
485,35,330.090096
575,17,330.173587
565,19,330.269002
590,14,330.336887
495,33,330.493412
570,18,330.630072
570,18,330.731075
435,45,330.986521
575,17,331.093995
515,29,331.284338
580,16,331.352021
400,52,331.618796
320,68,332.035708
540,24,332.18396
500,32,332.351937
480,36,332.600989
565,19,345.259419
355,61,345.512355
535,25,345.597824
545,23,345.702408
470,38,345.86314
545,23,345.963514
520,28,346.096486
595,13,346.154264
520,28,346.261902
585,15,346.344578
385,55,346.596662
525,27,346.706787
365,59,346.971096
570,18,347.044953
510,30,347.15796
585,15,347.229413
505,31,347.362144
545,23,347.481408
595,13,347.551121
525,27,347.713544
415,49,347.929467
600,12,347.995983
525,27,348.123446
520,28,348.229023
545,23,348.348372
570,18,348.432507
545,23,348.529187
510,30,348.666023
505,31,348.811721
590,14,348.886166
510,30,349.029154
440,44,349.209181
375,57,349.498708
250,82,349.849593
520,28,349.988956
590,14,350.087198
540,24,350.221007
575,17,350.325561
475,37,350.537966
510,30,350.695466
565,19,350.836693
540,24,350.981998
480,36,351.203066
585,15,351.30506
315,69,351.677888
575,17,351.802773
575,17,351.902595
600,12,351.961064
485,35,352.141247
520,28,352.300914
600,12,352.39268
415,49,352.633339
515,29,352.793812
575,17,352.883384
410,50,353.118122
575,17,353.206819
545,23,353.343522
440,44,353.623651
490,34,353.782624
525,27,353.906652
545,23,354.057004
575,17,354.173209
460,40,354.395106
585,15,354.483373
545,23,354.626664
485,35,354.822653
510,30,354.986865
585,15,355.080643
395,53,355.359113
550,22,355.522143
580,16,366.653619
445,43,366.832953
570,18,366.903574
550,22,366.999549
575,17,367.082374
575,17,367.176895
530,26,367.277864
560,20,367.361396
485,35,367.502156
535,25,367.607294
490,34,367.783159
580,16,367.956739
585,15,368.038164
515,29,368.15888
535,25,368.265723
585,15,368.339507
585,15,368.396981
555,21,368.492682
585,15,368.559873
575,17,368.648192
590,14,368.730648
575,17,368.808776
450,42,369.078049
520,28,369.23091
450,42,369.492457
525,27,369.633244
585,15,369.7245
445,43,369.999573
540,24,370.172786
580,16,370.274174
460,40,370.524541
565,19,370.653869
590,14,370.739337
440,44,370.914729
485,35,371.155115
580,16,371.252706
595,13,371.327109
545,23,371.453991
585,15,371.518053
475,37,371.75936
580,16,371.846833
545,23,371.979551
515,29,372.129204
500,32,372.313963
460,40,372.493892
450,42,372.746038
480,36,372.964284
375,57,373.298408
560,20,373.411224
535,25,373.554666
520,28,373.699311
560,20,373.837709
445,43,374.114237
550,22,374.240437
595,13,374.352039
-235,58,374.629856
530,26,374.788803
555,21,374.90624
570,18,375.001557
570,18,375.111757
540,24,375.219956
475,37,375.366398
565,19,375.45238
565,19,375.546928
435,45,375.734423
585,15,375.793793
415,49,375.98454
395,53,376.20623
470,38,376.392224
515,29,376.51079
540,24,376.611096
515,29,376.754215
510,30,376.881374
455,41,377.077533
500,32,377.19303
580,16,377.274747
575,17,388.218517
520,28,388.358025
465,39,388.529036
525,27,388.682471
525,27,388.854671
550,22,388.986006
555,21,389.102736
565,19,389.162889
560,20,389.281885
560,20,389.432427
580,16,389.529591
580,16,389.596014
505,31,389.777624
555,21,389.921239
485,35,390.086799
590,14,390.173044
575,17,390.247795
575,17,390.332528
360,60,390.676091
590,14,390.736889
535,25,390.896688
435,45,391.148591
535,25,391.29614
450,42,391.546838
550,22,391.684955
485,35,391.849032
325,67,392.245111
465,39,392.459229
585,15,392.548078
530,26,392.698521
395,53,393.014493
590,14,393.105468
595,13,393.187612
485,35,393.386969
450,42,393.626854
580,16,393.735955
495,33,393.847822
580,16,393.960898
580,16,394.033402
560,20,394.147458
545,23,394.253657
-205,52,394.483956
440,44,394.689718
550,22,394.785215
530,26,394.905146
520,28,395.030174
480,36,395.158737
475,37,395.291114
600,12,395.354345
490,34,395.502439
555,21,395.599866
555,21,395.694579
370,58,395.932537
455,41,396.099838
515,29,396.218902
485,35,396.394849
550,22,396.490942
560,20,396.587347
450,42,396.756872
525,27,396.886413
510,30,396.994044
395,53,397.232055
550,22,397.315097
530,26,397.431683
535,25,397.550713
425,47,397.753142
585,15,397.827654
590,14,397.888399
495,33,398.049341
-220,55,398.282683
580,16,398.352829
560,20,410.641795
580,16,410.712759
550,22,410.834905
535,25,411.002081
250,82,411.453824
545,23,411.569916
570,18,411.715055
585,15,411.801726
580,16,411.893251
560,20,412.005468
545,23,412.11436
550,22,412.208271
590,14,412.321465
570,18,412.388791
520,28,412.569993
580,16,412.66217
425,47,412.911591
585,15,413.03314
575,17,413.154897
555,21,413.228326
595,13,413.298972
370,58,413.554741
560,20,413.65947
560,20,413.742411
525,27,413.867506
490,34,414.052614
550,22,414.151024
505,31,414.277731
520,28,414.403857
545,23,414.479299
590,14,414.544998
450,42,414.707787
585,15,414.78353
550,22,414.878222
545,23,414.972741
580,16,415.057482
505,31,415.17317
580,16,415.241963
585,15,415.307093
520,28,415.44647
520,28,415.564257
495,33,415.69717
600,12,415.743479
595,13,415.813836
530,26,415.919052
450,42,416.092834
540,24,416.196961
475,37,416.368409
490,34,416.500396
425,47,416.699546
440,44,416.875938
550,22,416.96882
445,43,417.15606
570,18,417.244742
530,26,417.355822
570,18,417.442467
255,70,417.713861
550,22,417.804463
560,20,417.905192
455,41,418.097821
425,47,418.32861
565,19,418.436115
560,20,418.536812
405,51,418.7562
565,19,418.855308
580,16,418.924827
535,25,419.050806
585,15,419.113583
560,20,419.214377
575,17,419.300133
560,20,419.383914
525,27,419.519242
510,30,419.652933
535,25,419.767526
590,14,419.847176
600,12,419.915313
560,20,420.001073
595,13,420.05687
465,39,420.263045
475,37,434.123945
535,25,434.254131
600,12,434.315818
490,34,434.452325
595,13,434.481458
550,22,434.592507
565,19,434.679459
550,22,434.758714
540,24,434.8534
415,49,435.05165
465,39,435.187609
470,38,435.363867
525,27,435.486426
565,19,435.579999
515,29,435.713227
580,16,435.78826
570,18,435.863079
535,25,435.981903
525,27,436.092674
535,25,436.193481
535,25,436.306675
525,27,436.41602
550,22,436.502933
525,27,436.618423
515,29,436.755717
550,22,436.861242
550,22,436.940587
560,20,437.03953
475,37,437.184773
590,14,437.269429
555,21,437.357454
515,29,437.563374
430,46,437.766266
570,18,437.831512
565,19,437.906426
575,17,437.998184
585,15,438.071198
580,16,438.150467
580,16,438.202407
520,28,438.332857
560,20,438.439593
570,18,438.527327
560,20,438.623074
585,15,438.689796
540,24,438.807615
500,32,438.953551
335,65,439.256965
500,32,439.419281
580,16,439.486577
565,19,439.584805
485,35,439.715694
510,30,439.83163
535,25,439.9286
505,31,440.047167
415,49,440.276696
555,21,440.359523
585,15,440.42641
310,70,440.716499
255,70,441.034642
540,24,441.143674
495,33,441.28974
400,52,441.49127
450,42,441.684749
575,17,441.777832
540,24,441.868461
520,28,441.971797
555,21,442.03958
590,14,442.103052
535,25,442.206788
440,44,442.409987
550,22,442.502788
455,41,442.678751
360,60,442.948984
550,22,456.590764
555,21,456.705117
460,40,456.859992
555,21,456.952648
565,19,457.047293
540,24,457.156179
570,18,457.237091
360,60,457.503572
540,24,457.605933
560,20,457.713821
465,39,457.874683
535,25,458.001701
520,28,458.139897
560,20,458.221391
570,18,458.301047
580,16,458.378262
575,17,458.467791
540,24,458.603843
535,25,458.721268
580,16,458.781368
560,20,458.8593
550,22,458.954941
585,15,459.048049
540,24,459.165079
570,18,459.227667
495,33,459.367382
585,15,459.45635
585,15,459.530854
530,26,459.665831
575,17,459.722512
550,22,459.804751
505,31,459.936102
475,37,460.082452
420,48,460.275352
410,50,460.473878
565,19,460.556118
520,28,460.654508
585,15,460.725096
565,19,460.798479
520,28,460.927469
520,28,461.023822
595,13,461.068666
585,15,461.138356
535,25,461.252787
550,22,461.355202
595,13,461.408491
495,33,461.55169
445,43,461.751491
590,14,461.835726
460,40,462.007603
515,29,462.115741
555,21,462.223058
460,40,462.374697
535,25,462.471259
580,16,462.553876
500,32,462.681028
520,28,462.813936
585,15,462.867402
570,18,462.941437
550,22,463.034857
570,18,463.112096
560,20,463.209812
375,57,463.467474
470,38,463.642265
565,19,463.743592
500,32,463.88375
525,27,463.987907
525,27,464.126707
560,20,464.225329
435,45,464.403801
580,16,464.472554
525,27,464.59531
525,27,464.696755
400,52,464.94304
505,31,465.081658
595,13,465.139869
570,18,465.229234
245,72,465.52452
590,14,465.587392
550,22,479.355098
560,20,479.448041
-215,54,479.683121
425,47,479.868542
