#{"t_start": 1693318771.3068664, "env_id": null}
r,l,t
520,28,38.781779
540,24,38.925842
520,28,39.061897
435,45,39.340263
470,38,39.556615
390,54,39.873451
450,42,40.142926
480,36,40.369018
575,17,40.479864
545,23,40.60094
495,33,40.779066
590,14,40.88221
465,39,41.065734
575,17,41.157528
380,56,41.456458
550,22,41.567126
565,19,41.652271
445,43,41.959894
570,18,42.09157
525,27,42.258572
465,39,42.521625
510,30,42.708035
505,31,42.906561
310,70,43.256373
375,57,43.546018
490,34,43.723015
530,26,43.840396
540,24,43.93716
415,49,44.133994
565,19,44.217546
210,79,55.055478
415,49,55.284078
530,26,55.405023
550,22,55.527517
600,12,55.5775
490,34,55.735112
565,19,55.828465
480,36,55.977813
585,15,56.041143
540,24,56.148462
555,21,56.24222
515,29,56.386556
520,28,56.533113
540,24,56.66934
580,16,56.755838
535,25,56.927422
555,21,57.026009
565,19,57.138947
505,31,57.313183
530,26,57.463137
545,23,57.616337
-205,52,57.926195
545,23,58.069192
390,54,58.309135
415,49,58.626829
590,14,58.714611
515,29,58.902197
530,26,59.04262
545,23,59.179897
555,21,59.306059
540,24,59.434162
575,17,59.489001
450,42,59.736748
505,31,59.920894
455,41,60.174377
420,48,60.451729
525,27,60.616492
585,15,60.696098
590,14,60.793567
535,25,60.95193
275,77,61.365767
555,21,61.492334
570,18,61.606101
535,25,61.764652
565,19,61.874533
555,21,61.999632
495,33,62.186709
560,20,62.28068
590,14,62.387278
490,34,62.558225
455,41,62.751318
540,24,62.903233
510,30,63.054198
405,51,63.251806
555,21,63.349757
530,26,63.482638
600,12,63.52458
595,13,63.594857
580,16,63.686628
590,14,63.75078
595,13,63.803703
365,59,64.06535
535,25,64.166696
265,68,64.461432
530,26,64.594215
490,34,64.737522
475,37,64.902925
585,15,64.971272
430,46,65.17085
545,23,65.284264
485,35,65.461154
395,53,76.529346
580,16,76.613757
555,21,76.738946
565,19,76.939104
530,26,77.099557
480,36,77.293193
285,75,77.659979
505,31,77.85163
445,43,78.077516
570,18,78.192665
560,20,78.348602
305,71,78.718608
575,17,78.843157
600,12,78.914367
540,24,79.031356
585,15,79.114284
565,19,79.217682
390,54,79.515477
540,24,79.651952
550,22,79.748945
290,63,80.110902
565,19,80.257287
535,25,80.368901
475,37,80.563766
445,43,80.82431
510,30,81.008626
500,32,81.148839
565,19,81.252305
560,20,81.374786
530,26,81.526744
575,17,81.637159
520,28,81.792033
555,21,81.955521
510,30,82.105024
570,18,82.226116
590,14,82.303484
565,19,82.394173
410,50,82.610806
570,18,82.684577
540,24,82.784569
550,22,82.867218
445,43,83.046505
595,13,83.117208
470,38,83.274685
495,33,83.427433
395,53,83.643973
560,20,83.748039
385,55,84.014833
570,18,84.097504
350,62,84.377826
525,27,84.503557
580,16,84.564657
555,21,84.67075
550,22,84.767031
555,21,84.864048
485,35,84.995356
445,43,85.203177
525,27,85.343974
515,29,85.477294
540,24,85.582189
595,13,85.642684
420,48,85.830104
525,27,85.968549
575,17,86.079845
485,35,86.266141
500,32,86.40986
560,20,86.51225
575,17,86.599166
570,18,86.698084
390,54,86.946755
425,47,99.422826
555,21,99.54451
505,31,99.738136
525,27,99.865587
580,16,99.964687
580,16,100.068519
540,24,100.206506
570,18,100.336882
510,30,100.510683
470,38,100.751089
435,45,100.963531
570,18,101.080682
480,36,101.284213
520,28,101.435194
535,25,101.590353
585,15,101.685566
550,22,101.805022
590,14,101.888036
505,31,102.036814
505,31,102.167614
445,43,102.338732
565,19,102.417002
545,23,102.528036
590,14,102.581084
585,15,102.642534
545,23,102.738613
-245,60,102.996508
350,62,103.235218
600,12,103.280948
475,37,103.443959
595,13,103.508277
520,28,103.651095
530,26,103.770951
595,13,103.813712
510,30,103.923344
560,20,104.012036
540,24,104.117441
-205,52,104.33343
590,14,104.399136
-210,53,104.634816
555,21,104.72631
535,25,104.84602
590,14,104.913988
575,17,104.996189
355,61,105.271404
470,38,105.439926
525,27,105.596659
440,44,105.772303
505,31,105.887876
530,26,106.020203
585,15,106.106728
525,27,106.251605
265,68,106.53326
560,20,106.625646
495,33,106.756903
580,16,106.848044
500,32,106.986807
530,26,107.112982
585,15,107.194205
370,58,107.422607
585,15,107.493784
495,33,107.630475
495,33,107.78724
385,55,107.988472
400,52,108.212239
560,20,108.296772
545,23,108.396431
470,38,108.569928
575,17,108.649503
505,31,108.771155
580,16,122.521967
590,14,122.574442
540,24,122.688472
580,16,122.763974
595,13,122.83998
510,30,122.976465
535,25,123.074248
580,16,123.147667
490,34,123.271768
515,29,123.391553
550,22,123.476854
545,23,123.573223
425,47,123.769352
550,22,123.871373
575,17,123.95609
535,25,124.070964
515,29,124.170973
570,18,124.248518
585,15,124.329479
545,23,124.450435
435,45,124.652932
555,21,124.747157
550,22,124.840462
565,19,124.926743
585,15,124.98213
500,32,125.109514
365,59,125.353386
-335,78,125.715929
570,18,125.799523
540,24,125.902708
565,19,125.973226
520,28,126.106699
585,15,126.187585
555,21,126.290363
440,44,126.471974
585,15,126.554214
535,25,126.690092
580,16,126.760962
525,27,126.878505
490,34,127.014724
345,63,127.254253
520,28,127.360528
475,37,127.513825
600,12,127.57846
600,12,127.642763
575,17,127.740271
505,31,127.886836
575,17,127.966605
450,42,128.155866
430,46,128.362497
540,24,128.476871
455,41,128.659497
455,41,128.843776
450,42,129.0544
390,54,129.266658
555,21,129.356595
580,16,129.427574
535,25,129.540709
550,22,129.640886
525,27,129.771953
575,17,129.851441
540,24,129.962013
525,27,130.067289
580,16,130.139599
500,32,130.263367
460,40,130.457124
580,16,130.535421
550,22,130.627327
555,21,130.733781
480,36,130.877528
535,25,130.997163
495,33,131.153399
450,42,131.346222
500,32,131.49655
405,51,145.562105
520,28,145.671057
570,18,145.740169
595,13,145.804813
550,22,145.895989
570,18,145.984321
580,16,146.052011
590,14,146.131801
555,21,146.254886
470,38,146.421497
585,15,146.496457
570,18,146.595359
485,35,146.761863
550,22,146.862123
540,24,146.951248
480,36,147.115388
585,15,147.190728
495,33,147.303164
595,13,147.362647
545,23,147.461771
545,23,147.549965
325,67,147.821497
525,27,147.983436
580,16,148.06061
560,20,148.145002
485,35,148.300588
575,17,148.384333
535,25,148.47397
530,26,148.602931
530,26,148.721026
490,34,148.873427
450,42,149.049517
550,22,149.148515
490,34,149.297817
485,35,149.437498
545,23,149.544603
330,66,149.807615
545,23,149.907778
425,47,150.138913
560,20,150.226
415,49,150.420367
590,14,150.468513
540,24,150.561531
500,32,150.685355
545,23,150.787408
560,20,150.881227
440,44,151.090005
565,19,151.169971
580,16,151.2515
425,47,151.443643
545,23,151.559015
575,17,151.632787
545,23,151.751352
535,25,151.845908
435,45,152.04636
505,31,152.19423
495,33,152.308116
540,24,152.404665
350,62,152.659037
595,13,152.722976
595,13,152.794084
495,33,152.959376
580,16,153.022803
490,34,153.159842
400,52,153.362814
550,22,153.447188
555,21,153.529102
565,19,153.605292
555,21,153.707412
230,86,154.050731
445,43,154.24465
490,34,168.049297
530,26,168.160462
415,49,168.359917
530,26,168.466997
550,22,168.543579
560,20,168.622535
585,15,168.690118
585,15,168.760912
460,40,168.900727
580,16,168.982108
475,37,169.115637
525,27,169.228537
570,18,169.298807
475,37,169.453532
580,16,169.530414
585,15,169.592343
425,47,169.770465
455,41,169.929957
480,36,170.077322
560,20,170.168347
455,41,170.358417
520,28,170.480723
525,27,170.597771
560,20,170.68032
510,30,170.821666
510,30,170.972992
550,22,171.069639
570,18,171.183192
480,36,171.336905
555,21,171.443911
495,33,171.55997
535,25,171.67189
495,33,171.836241
575,17,171.91905
520,28,172.065423
535,25,172.179245
570,18,172.276326
545,23,172.378256
-235,58,172.646434
535,25,172.748626
575,17,172.817215
415,49,173.019655
465,39,173.178061
470,38,173.339933
545,23,173.438418
460,40,173.588997
595,13,173.647689
490,34,173.791966
505,31,173.91837
380,56,174.152725
540,24,174.279097
390,54,174.536319
515,29,174.709532
560,20,174.82696
530,26,174.975904
570,18,175.053472
-225,56,175.376747
445,43,175.628664
475,37,175.819528
570,18,175.927108
590,14,176.020533
520,28,176.16433
575,17,176.246739
505,31,176.440553
550,22,176.559684
365,59,176.886933
515,29,177.037978
525,27,177.207556
575,17,177.345551
275,66,189.90843
515,29,190.036467
595,13,190.121368
440,44,190.32311
530,26,190.431211
595,13,190.509619
460,40,190.678831
520,28,190.807775
560,20,190.886418
595,13,190.949933
590,14,191.027424
550,22,191.137037
575,17,191.215342
505,31,191.341731
440,44,191.512945
495,33,191.668535
515,29,191.819384
530,26,191.940914
520,28,192.077389
570,18,192.195869
280,65,192.448368
360,60,192.70474
280,65,193.00242
405,51,193.199538
570,18,193.291592
470,38,193.447071
475,37,193.600769
575,17,193.684169
415,49,193.879503
575,17,193.942267
500,32,194.153309
350,62,194.491094
495,33,194.672028
540,24,194.818484
390,54,195.078431
570,18,195.195432
575,17,195.285694
535,25,195.459431
565,19,195.575166
365,59,195.859918
490,34,196.063159
555,21,196.199714
560,20,196.302007
515,29,196.46384
530,26,196.630563
540,24,196.785828
545,23,196.914506
565,19,197.029947
485,35,197.20148
505,31,197.374135
520,28,197.531453
445,43,197.751293
545,23,197.90498
320,68,198.269124
565,19,198.388981
555,21,198.524755
585,15,198.623192
565,19,198.712752
560,20,198.846393
510,30,199.004777
325,67,199.399894
395,53,199.709399
545,23,199.830477
535,25,199.956457
555,21,200.060071
545,23,200.206662
430,46,211.142317
455,41,211.342182
435,45,211.582365
530,26,211.696972
565,19,211.798378
465,39,211.983195
575,17,212.046122
585,15,212.109947
410,50,212.339533
550,22,212.431215
570,18,212.520791
555,21,212.623194
560,20,212.699825
575,17,212.77496
345,63,213.052014
555,21,213.13319
225,76,213.439944
550,22,213.5179
560,20,213.635463
580,16,213.745463
585,15,213.819965
550,22,213.911182
455,41,214.148378
595,13,214.203618
570,18,214.324031
485,35,214.517561
465,39,214.798113
590,14,214.890247
260,69,215.254215
485,35,215.457759
585,15,215.548273
470,38,215.780025
475,37,215.9652
550,22,216.093202
560,20,216.243937
530,26,216.379323
430,46,216.630679
580,16,216.740249
420,48,216.972206
555,21,217.092698
560,20,217.28002
540,24,217.446987
560,20,217.551881
440,44,217.819896
570,18,217.941935
400,52,218.256266
455,41,218.500571
530,26,218.626366
585,15,218.74242
575,17,218.851125
535,25,219.030955
575,17,219.139888
555,21,219.261698
520,28,219.40539
400,52,219.714369
265,68,220.129658
515,29,220.268471
420,48,220.457038
565,19,220.542686
520,28,220.688479
530,26,220.789187
435,45,220.971545
570,18,221.052408
580,16,221.131289
555,21,221.236657
575,17,221.314628
555,21,221.418811
575,17,221.522949
465,39,221.697323
345,63,232.523509
-255,51,232.825355
575,17,232.954784
280,65,233.335738
580,16,233.431331
485,35,233.592213
-205,52,233.86617
595,13,233.94149
560,20,234.076252
500,32,234.230135
545,23,234.347278
500,32,234.506768
550,22,234.633755
590,14,234.718074
565,19,234.842171
510,30,234.997326
-205,52,235.288904
555,21,235.423038
565,19,235.540322
465,39,235.74698
520,28,235.914984
580,16,236.011939
555,21,236.112609
570,18,236.212011
450,42,236.433918
570,18,236.55762
540,24,236.693249
540,24,236.818924
535,25,236.983544
440,44,237.195765
370,58,237.537271
520,28,237.680162
535,25,237.857833
535,25,237.972769
485,35,238.167186
555,21,238.261263
530,26,238.442431
580,16,238.521566
-210,53,238.842569
550,22,238.999186
560,20,239.114259
465,39,239.285878
590,14,239.350281
405,51,239.560905
450,42,239.768408
425,47,239.969202
560,20,240.050513
510,30,240.163171
505,31,240.280339
570,18,240.368799
590,14,240.436498
450,42,240.6111
470,38,240.774328
565,19,240.859269
435,45,241.022283
535,25,241.149634
370,58,241.377537
550,22,241.470428
555,21,241.554244
555,21,241.653767
600,12,241.717426
535,25,241.81753
360,60,242.061007
515,29,242.181434
555,21,242.298765
485,35,242.461007
480,36,242.635308
510,30,242.752528
-210,53,254.741313
525,27,254.834731
520,28,254.959285
590,14,255.047265
535,25,255.17584
335,65,255.492484
530,26,255.644018
445,43,255.870041
540,24,256.037785
470,38,256.210911
590,14,256.284625
345,63,256.672184
575,17,256.770074
490,34,256.970879
540,24,257.146014
555,21,257.2887
565,19,257.380225
595,13,257.456172
540,24,257.59359
575,17,257.68374
435,45,257.923146
575,17,258.055247
550,22,258.163215
405,51,258.453908
410,50,258.690727
495,33,258.857597
575,17,258.943344
460,40,259.117831
505,31,259.257281
430,46,259.455965
525,27,259.573125
455,41,259.737015
270,78,260.089444
575,17,260.164866
535,25,260.272014
415,49,260.572318
565,19,260.686515
590,14,260.754424
560,20,260.859073
470,38,261.012029
285,64,261.298504
555,21,261.401304
490,34,261.565068
505,31,261.68839
565,19,261.813893
520,28,261.931355
480,36,262.075669
600,12,262.136668
435,45,262.336908
525,27,262.459339
510,30,262.581154
520,28,262.709108
580,16,262.799259
580,16,262.882501
435,45,263.077326
260,69,263.372224
590,14,263.438821
590,14,263.51075
345,63,263.733682
350,62,263.983101
530,26,264.101136
565,19,264.178768
535,25,264.274211
515,29,264.393839
415,49,277.795784
585,15,277.877491
555,21,278.013906
495,33,278.188526
595,13,278.28241
545,23,278.406431
415,49,278.607204
520,28,278.73169
545,23,278.828513
580,16,278.895147
590,14,278.957368
360,60,279.229496
530,26,279.336514
590,14,279.396444
545,23,279.49706
540,24,279.606159
580,16,279.685018
520,28,279.810556
520,28,279.958232
555,21,280.036999
555,21,280.13799
570,18,280.216907
565,19,280.307931
570,18,280.372623
565,19,280.470632
535,25,280.591224
535,25,280.682091
420,48,280.871529
415,49,281.084578
455,41,281.270725
575,17,281.353774
525,27,281.481499
520,28,281.582617
565,19,281.662722
440,44,281.856581
295,73,282.161371
345,63,282.417387
505,31,282.555665
495,33,282.694556
505,31,282.836196
560,20,282.937127
565,19,283.006254
580,16,283.062998
355,61,283.319021
590,14,283.387266
280,65,283.669526
555,21,283.766983
530,26,283.882059
570,18,283.95814
450,42,284.144118
575,17,284.227512
370,58,284.50415
525,27,284.636067
425,47,284.842194
515,29,284.977279
575,17,285.07591
510,30,285.230783
565,19,285.313237
495,33,285.512282
575,17,285.589177
555,21,285.674232
295,73,285.947611
575,17,286.045366
545,23,286.151973
525,27,286.287062
465,39,286.459881
525,27,286.568319
575,17,286.642427
585,15,286.705345
530,26,286.793441
580,16,286.854804
530,26,300.664704
455,41,300.832894
550,22,300.926677
545,23,301.016561
590,14,301.092465
505,31,301.228505
560,20,301.322869
525,27,301.434576
525,27,301.539228
510,30,301.671546
455,41,301.861894
560,20,301.948387
555,21,302.037318
550,22,302.126823
415,49,302.314063
-230,57,302.574307
550,22,302.664562
540,24,302.764235
490,34,302.933429
545,23,303.050924
490,34,303.211045
555,21,303.308335
440,44,303.496055
470,38,303.65639
595,13,303.714217
580,16,303.778986
555,21,303.868829
420,48,304.023141
560,20,304.116488
240,73,304.405387
435,45,304.590372
565,19,304.672987
495,33,304.805151
490,34,304.956458
595,13,305.012156
550,22,305.118032
565,19,305.203575
545,23,305.305688
460,40,305.493152
465,39,305.684743
525,27,305.815949
490,34,305.960342
540,24,306.07811
230,75,306.395287
560,20,306.482309
595,13,306.540177
540,24,306.651237
565,19,306.723878
560,20,306.802919
555,21,306.892431
585,15,306.947461
565,19,307.022933
540,24,307.112976
510,30,307.240451
425,47,307.460413
575,17,307.531334
495,33,307.683118
525,27,307.807304
575,17,307.905467
560,20,307.995443
565,19,308.084509
540,24,308.192644
390,54,308.411186
565,19,308.501499
555,21,308.571935
535,25,308.665024
475,37,308.810492
545,23,308.886938
495,33,309.013867
465,39,309.144821
505,31,309.304558
405,51,323.237824
440,44,323.42654
515,29,323.557092
430,46,323.737146
510,30,323.859791
585,15,323.912946
560,20,323.996698
550,22,324.107017
580,16,324.169022
575,17,324.246464
540,24,324.364019
430,46,324.521125
530,26,324.608574
580,16,324.69194
600,12,324.74772
520,28,324.876984
525,27,324.977894
470,38,325.141807
360,60,325.398134
500,32,325.539742
540,24,325.662173
510,30,325.81518
500,32,325.925438
580,16,326.010719
560,20,326.093166
295,73,326.413362
535,25,326.510299
590,14,326.578203
530,26,326.69815
595,13,326.766415
565,19,326.835384
530,26,326.951639
435,45,327.142373
435,45,327.363107
585,15,327.419436
560,20,327.531366
465,39,327.698386
555,21,327.799802
570,18,327.90076
550,22,327.992947
420,48,328.227006
495,33,328.366997
495,33,328.505472
495,33,328.665214
590,14,328.730186
545,23,328.830694
575,17,328.896622
535,25,329.004395
545,23,329.123239
495,33,329.241302
535,25,329.365314
565,19,329.461706
555,21,329.543431
585,15,329.62474
540,24,329.741654
240,73,330.024308
515,29,330.149749
480,36,330.329465
550,22,330.432357
340,64,330.817081
580,16,330.910689
550,22,331.05678
490,34,331.244505
555,21,331.367381
525,27,331.476452
525,27,331.65002
460,40,331.887028
535,25,332.049691
-255,51,332.327779
560,20,332.442757
565,19,332.57906
580,16,345.240655
555,21,345.33053
570,18,345.411021
565,19,345.482058
455,41,345.644363
565,19,345.734428
460,40,345.887141
525,27,346.015955
600,12,346.071622
580,16,346.136467
415,49,346.368777
495,33,346.513785
400,52,346.75208
580,16,346.823504
570,18,346.904079
565,19,346.978845
375,57,347.20235
555,21,347.293407
585,15,347.367785
500,32,347.530929
565,19,347.632875
595,13,347.721675
395,53,347.954699
345,63,348.240954
590,14,348.313914
485,35,348.471505
455,41,348.64677
500,32,348.79473
545,23,348.918739
460,40,349.100319
555,21,349.180129
555,21,349.287231
545,23,349.372899
555,21,349.512153
520,28,349.611976
575,17,349.681052
525,27,349.811697
550,22,349.930627
575,17,350.004166
585,15,350.119699
485,35,350.308408
420,48,350.592872
545,23,350.712728
590,14,350.802475
550,22,350.939959
485,35,351.162744
570,18,351.283244
380,56,351.587477
515,29,351.748136
565,19,351.887331
415,49,352.149858
505,31,352.335449
565,19,352.435676
430,46,352.680513
590,14,352.746093
-255,51,353.006938
565,19,353.092918
455,41,353.312377
590,14,353.419731
535,25,353.568148
525,27,353.707197
505,31,353.841144
580,16,353.943209
555,21,354.07403
530,26,354.219153
545,23,354.35531
580,16,354.442193
570,18,354.560972
505,31,354.711154
555,21,354.876423
535,25,355.00429
385,55,355.301453
550,22,355.465793
550,22,355.574493
550,22,366.724882
535,25,366.823547
550,22,366.914301
500,32,367.052974
585,15,367.144081
490,34,367.294713
565,19,367.370661
565,19,367.4446
565,19,367.518863
555,21,367.61301
525,27,367.753702
355,61,368.121633
565,19,368.21188
565,19,368.29099
540,24,368.407713
540,24,368.519902
545,23,368.616874
580,16,368.710502
585,15,368.781324
575,17,368.916469
525,27,369.050883
500,32,369.243135
490,34,369.441142
550,22,369.555267
530,26,369.71146
585,15,369.808997
580,16,369.902977
600,12,369.978282
590,14,370.083915
510,30,370.294355
540,24,370.436326
575,17,370.54931
475,37,370.77661
410,50,370.998294
595,13,371.09166
520,28,371.280692
580,16,371.366863
550,22,371.476067
460,40,371.711406
475,37,371.941798
375,57,372.241277
460,40,372.41872
555,21,372.549886
525,27,372.692971
515,29,372.85516
455,41,373.124862
590,14,373.204275
595,13,373.279288
525,27,373.433829
475,37,373.628153
575,17,373.739
505,31,373.954192
585,15,374.045238
555,21,374.153069
565,19,374.294725
-255,51,374.579941
385,55,374.866176
500,32,375.070875
565,19,375.16784
420,48,375.347518
505,31,375.4935
585,15,375.568536
525,27,375.660707
590,14,375.743546
490,34,375.886423
325,67,376.13703
575,17,376.219861
565,19,376.311974
545,23,376.425542
530,26,376.531937
480,36,376.681772
570,18,376.769842
565,19,376.856829
565,19,376.938281
565,19,377.028453
520,28,377.12975
560,20,377.226703
560,20,377.318711
575,17,388.275113
560,20,388.368539
375,57,388.64326
585,15,388.723195
500,32,388.918628
400,52,389.178064
490,34,389.410904
465,39,389.610905
520,28,389.800503
560,20,389.932496
425,47,390.158843
550,22,390.279509
520,28,390.390983
575,17,390.487866
565,19,390.576152
525,27,390.766974
555,21,390.885134
495,33,391.07333
555,21,391.197538
530,26,391.338467
420,48,391.633327
420,48,391.89333
495,33,392.082737
485,35,392.302269
365,59,392.600318
475,37,392.833234
520,28,393.001668
550,22,393.146403
600,12,393.220716
-210,53,393.513489
345,63,393.828877
570,18,393.930656
570,18,394.021075
550,22,394.158686
495,33,394.296692
585,15,394.362358
590,14,394.428262
555,21,394.534733
455,41,394.713568
575,17,394.799489
485,35,394.962624
595,13,395.011655
260,69,395.248866
560,20,395.346122
465,39,395.529596
390,54,395.754698
570,18,395.836902
525,27,395.943999
540,24,396.036779
520,28,396.174038
590,14,396.208297
465,39,396.406562
520,28,396.537246
505,31,396.676793
445,43,396.852875
470,38,397.021296
325,67,397.28525
540,24,397.387067
585,15,397.46725
510,30,397.613525
570,18,397.68056
515,29,397.809875
570,18,397.89764
580,16,397.968628
415,49,398.181302
565,19,398.265456
430,46,410.669367
565,19,410.777645
545,23,410.895399
535,25,411.052737
490,34,411.239608
495,33,411.410713
495,33,411.611724
510,30,411.8283
585,15,411.901779
300,72,412.299069
320,68,412.676775
530,26,412.81433
555,21,412.942438
520,28,413.135705
500,32,413.270612
470,38,413.460935
490,34,413.606161
375,57,413.857444
565,19,413.964368
560,20,414.071827
525,27,414.194541
460,40,414.344721
525,27,414.452667
600,12,414.509382
600,12,414.565438
290,74,414.868461
555,21,414.95624
570,18,415.04821
585,15,415.110496
500,32,415.232108
540,24,415.347771
595,13,415.408547
410,50,415.62023
505,31,415.75277
555,21,415.853398
550,22,415.934855
-255,51,416.148304
425,47,416.374139
490,34,416.505713
465,39,416.662279
425,47,416.85508
560,20,416.935924
505,31,417.060189
375,57,417.326514
595,13,417.385972
600,12,417.450931
445,43,417.616904
520,28,417.723953
565,19,417.795254
350,62,418.104326
575,17,418.184108
555,21,418.284508
545,23,418.407824
325,67,418.715436
555,21,418.820974
515,29,418.946218
585,15,419.017752
585,15,419.096825
570,18,419.187713
425,47,419.417533
525,27,419.53963
410,50,419.756781
445,43,419.978963
565,19,420.069963
495,33,420.230737
530,26,434.054707
550,22,434.170655
530,26,434.296861
555,21,434.388754
430,46,434.557381
235,74,434.873798
565,19,434.948398
-205,52,435.125553
550,22,435.229365
585,15,435.305754
490,34,435.436968
590,14,435.524544
580,16,435.603081
400,52,435.8313
505,31,435.96475
490,34,436.108239
525,27,436.234005
590,14,436.288526
510,30,436.407829
395,53,436.630125
560,20,436.723451
525,27,436.851987
505,31,436.977545
550,22,437.07777
460,40,437.259654
490,34,437.467383
590,14,437.546677
595,13,437.610952
585,15,437.672674
575,17,437.746841
520,28,437.851732
570,18,437.936884
585,15,438.017734
470,38,438.182298
565,19,438.262627
535,25,438.404793
505,31,438.542943
500,32,438.700328
405,51,438.930359
590,14,439.010138
565,19,439.099388
555,21,439.175137
535,25,439.300842
565,19,439.38682
520,28,439.532341
445,43,439.691578
580,16,439.770457
470,38,439.912523
270,67,440.182987
545,23,440.29791
585,15,440.365957
450,42,440.527166
580,16,440.597749
525,27,440.721856
585,15,440.791201
410,50,441.004553
545,23,441.118255
575,17,441.19644
570,18,441.270396
420,48,441.450622
520,28,441.584474
570,18,441.668786
585,15,441.746273
395,53,441.947356
305,71,442.233366
540,24,442.361008
480,36,442.510748
560,20,442.576923
545,23,442.695848
570,18,442.776125
510,30,442.898061
575,17,442.978858
490,34,456.692386
425,47,456.884364
550,22,456.987297
555,21,457.080449
375,57,457.337725
560,20,457.426587
595,13,457.483585
505,31,457.626594
370,58,457.886569
420,48,458.11963
580,16,458.192565
475,37,458.355894
515,29,458.507507
595,13,458.563849
580,16,458.66054
250,71,458.962424
570,18,459.072255
585,15,459.140142
345,63,459.407761
535,25,459.547374
510,30,459.685714
570,18,459.749103
550,22,459.841446
520,28,459.958014
165,99,460.34316
550,22,460.4428
460,40,460.588665
485,35,460.738912
455,41,460.906581
-255,51,461.091232
540,24,461.217338
560,20,461.302569
435,45,461.491372
550,22,461.611408
585,15,461.680213
510,30,461.822481
585,15,461.888079
580,16,461.970808
440,44,462.138843
480,36,462.293926
455,41,462.44902
585,15,462.523118
495,33,462.659414
545,23,462.770621
410,50,462.968619
450,42,463.149344
580,16,463.231284
590,14,463.305834
575,17,463.383882
500,32,463.526728
595,13,463.593867
500,32,463.733344
435,45,463.927486
525,27,464.05971
505,31,464.20893
555,21,464.277451
560,20,464.364144
475,37,464.524435
555,21,464.627674
535,25,464.717788
585,15,464.804484
580,16,464.865754
565,19,464.956995
570,18,465.028775
585,15,465.101417
380,56,465.367926
580,16,465.437917
530,26,465.532198
350,62,479.476431
495,33,479.608869
335,65,479.885303
515,29,480.0208
480,36,480.173163
545,23,480.274986
565,19,480.366075
470,38,480.52687
560,20,480.602606
460,40,480.778563
400,52,480.96151
560,20,481.061294
590,14,481.132572
575,17,481.218314
550,22,481.304946
555,21,481.378374
525,27,481.469214
530,26,481.58123
540,24,481.690184
580,16,481.76404
555,21,481.880525
535,25,481.973195
580,16,482.042131
380,56,482.26671
590,14,482.340902
590,14,482.389984
545,23,482.489058
500,32,482.620245
360,60,482.864518
575,17,482.926363
590,14,482.99446
480,36,483.144976
515,29,483.256749
555,21,483.354927
440,44,483.534159
425,47,483.748597
560,20,483.828251
420,48,484.044626
555,21,484.161941
450,42,484.369998
460,40,484.546807
265,68,484.795663
585,15,484.880061
535,25,485.013658
580,16,485.104173
540,24,485.212123
550,22,485.319127
530,26,485.417789
510,30,485.552533
580,16,485.632481
435,45,485.809941
450,42,486.050462
525,27,486.209731
295,73,486.592621
585,15,486.697261
525,27,486.85068
555,21,486.977405
560,20,487.135998
465,39,487.320312
580,16,487.425894
540,24,487.580116
565,19,487.713708
555,21,487.854423
555,21,487.983858
530,26,488.105085
505,31,488.277045
450,42,488.524923
515,29,488.653501
565,19,488.790711
580,16,488.884028
395,53,501.12046
575,17,501.204788
495,33,501.353907
580,16,501.425169
560,20,501.518046
515,29,501.635118
580,16,501.684035
