#{"t_start": 1692020210.5761328, "env_id": null}
r,l,t
-200,28,341.440029
-460,41,341.641095
-100,23,341.733669
40,16,341.802958
20,17,341.893432
100,13,341.964639
-40,20,342.044983
0,18,342.136322
-520,44,342.310649
-340,35,342.481826
20,17,342.53414
-460,41,342.703881
-520,44,342.899519
-180,27,343.021966
-320,34,343.145668
-1110,72,343.432739
-240,30,343.550858
-340,35,343.723387
-80,22,343.840265
100,13,343.924471
-100,23,344.034493
-180,27,344.138871
40,16,344.209232
-160,26,344.341519
0,18,344.404246
-1000,68,344.688113
20,17,344.767961
-40,20,344.891809
-280,32,345.006478
-560,46,345.214365
-40,20,345.327509
-260,31,345.461108
60,15,345.538013
0,18,345.635737
-160,26,345.782313
-200,28,345.910625
20,17,345.996318
-200,28,346.147049
40,16,346.22036
-80,22,362.107308
-420,39,362.287109
-260,31,362.40304
100,13,362.453937
-260,31,362.572561
-240,30,362.713849
-80,22,362.79212
-120,24,362.883143
-240,30,362.999328
-260,31,363.144442
-240,30,363.247984
-120,24,363.360057
100,13,363.407556
-400,38,363.548718
-80,22,363.674137
-1130,73,364.028845
-80,22,364.156843
-60,21,364.276867
-420,39,364.432198
-80,22,364.55443
-200,28,364.665254
20,17,364.729917
-680,52,364.916187
40,16,365.020403
-40,20,365.099059
-320,34,365.249776
-120,24,365.387815
-40,20,365.477197
-260,31,365.630942
60,15,365.697055
-260,31,365.8342
-720,54,366.019325
-260,31,366.14817
80,14,366.265368
-100,23,366.414744
-380,37,366.5471
-160,26,366.614295
-40,20,366.710757
-740,55,366.93414
20,17,367.008119
80,14,367.067528
-180,27,367.168399
-40,20,367.241724
-140,25,367.324692
0,18,367.402935
-260,31,367.565777
-520,44,367.763442
-120,24,367.859516
-1120,74,368.222589
-60,21,368.329259
-20,19,368.400067
-180,27,368.526247
-20,19,368.604335
-80,22,368.688124
-300,33,368.85229
-700,53,369.114805
-140,25,369.213385
-940,65,369.406595
-680,52,369.647639
-260,31,369.798209
-200,28,369.918931
-340,35,370.086979
-300,33,370.183183
-400,38,370.356961
-40,20,370.471721
-320,34,370.656046
-20,19,370.717563
-300,33,370.870008
-120,24,370.939507
-120,24,387.140668
-80,22,387.207252
-220,29,387.336332
20,17,387.393223
-100,23,387.508418
-60,21,387.590174
-1080,72,387.897298
-1050,69,388.112716
0,18,388.22273
-930,63,388.478083
-60,21,388.589784
-340,35,388.730256
-280,32,388.857723
-60,21,388.95102
-20,19,389.064862
-20,19,389.198132
-200,28,389.325346
0,18,389.414915
0,18,389.503738
0,18,389.592151
-40,20,389.689234
-80,22,389.807263
0,18,389.905769
0,18,389.963346
-260,31,390.093096
-220,29,390.199902
-1410,87,390.627598
0,18,390.691823
-80,22,390.780946
60,15,390.880664
-920,64,391.135739
-400,38,391.308277
-1050,54,391.489927
-910,62,391.750642
40,16,391.826801
0,18,391.952659
-120,24,392.058046
-460,41,392.247861
-300,33,392.374016
-240,30,392.480151
20,17,392.565894
0,18,392.666015
100,13,392.735417
-420,39,392.91952
-660,51,393.11785
-120,24,393.237298
-100,23,393.361624
-320,34,393.537961
-600,48,393.734691
-20,19,393.824316
80,14,393.911386
40,16,393.987029
-240,30,394.068714
-140,25,394.162761
40,16,394.266083
-120,24,394.380745
-100,23,394.463301
-320,34,394.647501
-60,21,394.751503
-60,21,394.817503
40,16,394.85856
-80,22,394.97179
-680,52,395.158064
-860,61,395.417664
-180,27,395.534912
-140,25,395.658562
-40,20,395.725336
40,16,395.783684
-160,26,395.914488
60,15,395.988356
0,18,396.080609
-40,20,412.539349
-500,43,412.685563
-320,34,412.834501
-140,25,412.948732
-440,40,413.124836
-260,31,413.237037
-180,27,413.346144
-700,53,413.55585
-40,20,413.633383
0,18,413.72042
-20,19,413.808614
-180,27,413.961967
0,18,414.045095
60,15,414.146996
-280,32,414.271739
-340,35,414.417935
-200,28,414.538142
0,18,414.626547
-700,53,414.871749
-320,34,415.0028
-580,47,415.200986
0,18,415.286907
-240,30,415.439213
60,15,415.542137
-20,19,415.666943
0,18,415.740324
-260,31,415.911615
0,18,415.97092
-60,21,416.06243
0,18,416.141931
-80,22,416.217874
60,15,416.284627
-180,27,416.397509
-160,26,416.506356
60,15,416.577144
-220,29,416.67661
-140,25,416.801949
-340,35,416.976041
40,16,417.034036
-40,20,417.124907
-40,20,417.224136
80,14,417.295053
-780,57,417.539753
-240,30,417.658746
-20,19,417.798236
40,16,417.84664
80,14,417.904698
-420,39,418.035284
-380,37,418.226924
-540,45,418.411454
-80,22,418.514084
-500,43,418.719316
-1030,53,418.948414
-100,23,419.054679
-320,34,419.184894
-360,36,419.333074
20,17,419.414776
-180,27,419.531762
-160,26,419.628252
-100,23,419.730901
-200,28,419.870145
-560,46,420.088678
-160,26,420.208257
-360,36,420.338193
-40,20,420.405891
40,16,420.48682
-320,34,420.612074
120,12,420.677843
-120,24,420.802661
-40,20,420.859504
-700,53,421.09596
-60,21,421.177206
-180,27,421.284133
-520,44,437.663787
20,17,437.743788
-460,41,437.892788
80,14,437.961752
-240,30,438.08964
-120,24,438.218333
-120,24,438.305076
-960,66,438.612201
-780,57,438.878783
-160,26,438.994903
-140,25,439.082857
-20,19,439.182605
-160,26,439.286415
-560,46,439.473291
120,12,439.54545
120,12,439.601238
120,12,439.664714
-320,34,439.840199
-1010,52,440.063928
-780,57,440.327684
20,17,440.398033
-540,45,440.611398
-860,61,440.87408
-40,20,440.960068
-160,26,441.056174
-320,34,441.198166
-80,22,441.312488
-180,27,441.416594
-460,41,441.541289
20,17,441.640938
-40,20,441.733477
-560,46,441.945115
-460,41,442.140339
-220,29,442.291722
-240,30,442.411537
40,16,442.500098
-600,48,442.715487
-80,22,442.815954
-140,25,442.931525
60,15,442.978018
-520,44,443.161633
-180,27,443.302652
60,15,443.409358
-300,33,443.587679
-100,23,443.70241
-260,31,443.87208
40,16,443.960186
100,13,444.041189
-180,27,444.123173
-220,29,444.232179
-340,35,444.408841
-60,21,444.482656
-380,37,444.662018
60,15,444.739387
60,15,444.822979
-260,31,444.982404
0,18,445.103776
40,16,445.186823
-200,28,445.333948
0,18,445.403573
0,18,445.511872
-420,39,445.625575
-40,20,445.706772
20,17,445.792876
-40,20,445.876408
0,18,445.93717
-990,66,446.206357
20,17,446.295205
-60,21,446.379936
0,18,446.458158
-420,39,446.721936
40,16,446.77369
80,14,446.851013
-200,28,446.967342
-460,41,463.155071
80,14,463.23747
-80,22,463.340091
40,16,463.426852
-40,20,463.522581
-440,40,463.705231
-60,21,463.817615
-440,40,464.003357
-100,23,464.110873
-180,27,464.219373
120,12,464.259161
-1050,54,464.457831
100,13,464.535517
-260,31,464.720085
-20,19,464.805814
-220,29,464.969033
-140,25,465.056142
0,18,465.161476
-180,27,465.271091
-120,24,465.373554
80,14,465.459
-220,29,465.59785
-40,20,465.676021
-40,20,465.781173
-380,37,465.915992
20,17,466.021302
-220,29,466.151181
20,17,466.245415
60,15,466.2854
-660,51,466.483581
-60,21,466.600153
-400,38,466.799508
0,18,466.87411
-120,24,467.017073
100,13,467.114322
80,14,467.162369
-160,26,467.268114
-140,25,467.430523
0,18,467.49938
-540,45,467.681876
-480,42,467.887082
-320,34,468.032827
60,15,468.082977
-20,19,468.170898
-240,30,468.28554
-60,21,468.334208
-360,36,468.507087
40,16,468.614212
20,17,468.690361
60,15,468.756583
0,18,468.833355
-380,37,468.996669
120,12,469.043166
40,16,469.097055
-930,63,469.309624
80,14,469.411301
-20,19,469.493384
40,16,469.586883
-840,60,469.836056
60,15,469.917794
0,18,470.005659
20,17,470.06461
20,17,470.15645
80,14,470.219879
-540,45,470.417635
-120,24,470.542999
-20,19,470.614404
-120,24,470.722999
-200,28,470.865791
-360,36,471.009829
-400,38,471.146901
0,18,471.254256
-280,32,471.379485
0,18,471.455379
-260,31,471.561832
-320,34,471.762031
-560,46,471.950773
-180,27,472.030667
-180,27,472.145406
-240,30,489.27276
120,12,489.31664
-100,23,489.43126
-600,48,489.616414
-640,50,489.849919
-300,33,489.997648
-180,27,490.166969
-20,19,490.235123
-100,23,490.345259
20,17,490.451844
-220,29,490.554204
-60,21,490.673703
-40,20,490.794442
-320,34,490.911205
60,15,490.994064
-560,46,491.183243
-480,42,491.346628
-540,45,491.516678
-1180,77,491.868805
-120,24,491.979549
-440,40,492.134892
-300,33,492.225115
-20,19,492.316367
-140,25,492.450298
40,16,492.528029
-1050,69,492.817518
-260,31,492.929499
-120,24,493.071051
-100,23,493.211122
-20,19,493.315134
-760,56,493.519475
20,17,493.57569
100,13,493.677007
20,17,493.807396
-140,25,493.939348
-100,23,494.018042
-120,24,494.126837
-400,38,494.323831
-220,29,494.451012
20,17,494.554475
-60,21,494.682423
-80,22,494.75103
-320,34,494.896864
-40,20,495.00698
-360,36,495.185369
-780,57,495.398875
20,17,495.482921
-620,49,495.666606
-240,30,495.795405
-500,43,495.943572
-1050,54,496.169297
