#{"t_start": 1692020210.5746155, "env_id": null}
r,l,t
-20,19,82.878801
-80,22,82.989689
-120,24,83.088806
-160,26,83.203113
120,12,83.259243
-40,20,83.372978
60,15,83.442881
60,15,83.517967
-420,39,83.694844
-140,25,83.804032
40,16,83.884548
-200,28,83.985442
0,18,84.052206
-480,42,84.245182
-240,30,84.381559
-180,27,84.481285
-220,29,84.599553
-600,48,84.817941
-20,19,84.873945
-160,26,84.991616
0,18,85.063294
-160,26,85.168335
-40,20,85.227191
-80,22,85.336633
-20,19,85.427064
0,18,85.485422
100,13,85.568321
60,15,85.631713
-760,56,85.872516
-60,21,85.979221
-140,25,86.110188
-40,20,86.194573
-200,28,86.303809
-100,23,86.402089
-100,23,86.532394
-440,40,86.718057
-320,34,86.87313
-140,25,86.946912
80,14,87.002197
100,13,87.088737
20,17,87.145966
-200,28,87.264411
-200,28,87.383781
-200,28,87.492834
20,17,87.5617
-440,40,87.705725
-140,25,87.825665
-660,51,88.024362
20,17,88.080903
-40,20,88.179138
-780,57,88.370296
-140,25,88.47874
-100,23,88.555485
-120,24,88.663582
-60,21,88.744592
20,17,88.81575
-40,20,88.904551
60,15,88.99701
-160,26,89.127543
40,16,89.201982
-100,23,106.218482
-520,44,106.345967
-120,24,106.459515
-80,22,106.548087
20,17,106.642472
-120,24,106.740773
80,14,106.806682
20,17,106.897177
-80,22,107.003944
-140,25,107.111434
20,17,107.175714
-200,28,107.286735
-860,61,107.52908
-720,54,107.8137
-160,26,107.935893
-200,28,108.047562
-20,19,108.140049
40,16,108.227545
-160,26,108.335203
-100,23,108.455977
-460,41,108.615338
-360,36,108.777551
-200,28,108.887948
-760,56,109.115946
-340,35,109.289208
-140,25,109.400599
-140,25,109.49074
-540,45,109.71867
-100,23,109.836265
-160,26,109.941456
-520,44,110.100781
-20,19,110.203328
-280,32,110.349715
20,17,110.432771
80,14,110.502387
0,18,110.577546
-80,22,110.691473
0,18,110.774313
-400,38,110.933957
-100,23,111.051566
-20,19,111.126445
-340,35,111.279011
-80,22,111.346549
-620,49,111.567141
100,13,111.638327
-40,20,111.72579
-40,20,111.809639
-20,19,111.88468
-100,23,111.965534
-180,27,112.078281
-40,20,112.173525
0,18,112.254867
-100,23,112.333947
-140,25,112.485676
-380,37,112.653058
-140,25,112.729141
-80,22,112.843964
-40,20,112.978115
20,17,113.043262
-520,44,113.198811
-120,24,113.287023
0,18,113.361959
-220,29,113.492645
-60,21,113.57445
40,16,113.631928
-400,38,113.811958
-100,23,113.929494
-40,20,114.026442
80,14,114.082182
60,15,114.174709
-1200,78,114.471434
-980,67,114.755997
-20,19,114.84758
-20,19,114.920294
80,14,114.971129
-40,20,115.074684
-280,32,131.575659
40,16,131.6507
-100,23,131.742905
-460,41,131.908104
-180,27,132.003694
-220,29,132.124372
-160,26,132.202673
0,18,132.306616
-180,27,132.407419
-20,19,132.522079
0,18,132.564093
-20,19,132.658934
-260,31,132.765244
-20,19,132.89131
-20,19,132.986922
40,16,133.058775
-240,30,133.219104
-20,19,133.319919
-160,26,133.437589
-40,20,133.500121
-480,42,133.622986
100,13,133.694452
40,16,133.774613
-180,27,133.906471
120,12,133.950529
-40,20,134.079172
-220,29,134.192962
0,18,134.284791
-660,51,134.485558
-1010,52,134.714181
-340,35,134.876438
-720,54,135.083301
60,15,135.169049
-140,25,135.276892
80,14,135.346866
-200,28,135.426392
60,15,135.513697
-260,31,135.665154
-1560,96,136.051627
60,15,136.128523
-220,29,136.259583
-800,58,136.540805
-240,30,136.688259
-20,19,136.782754
80,14,136.843366
-20,19,136.920838
40,16,136.973615
-60,21,137.077874
80,14,137.136778
-40,20,137.232121
-120,24,137.345174
-160,26,137.428348
-160,26,137.535382
-80,22,137.627503
20,17,137.67915
60,15,137.755301
-180,27,137.869691
-480,42,138.076793
-140,25,138.150593
0,18,138.236905
-300,33,138.355428
-600,48,138.572709
-460,41,138.761458
-80,22,138.855836
-220,29,138.969334
-380,37,139.115388
-220,29,139.303842
-60,21,139.402313
-860,61,139.639316
-260,31,139.812814
-40,20,139.911449
-980,67,140.189074
-40,20,140.287963
-40,20,140.352222
-300,33,156.882963
-60,21,156.987978
20,17,157.051558
-320,34,157.248355
-100,23,157.353392
-40,20,157.437764
-260,31,157.576985
-260,31,157.702535
0,18,157.778837
-340,35,157.908345
100,13,157.964726
-340,35,158.13171
0,18,158.202178
-880,62,158.412263
-40,20,158.507455
-240,30,158.659786
-260,31,158.775884
-100,23,158.89065
80,14,158.922807
-100,23,159.005736
-320,34,159.11625
-80,22,159.210721
100,13,159.24963
-40,20,159.328932
-80,22,159.414555
60,15,159.460047
80,14,159.517426
-260,31,159.667381
-100,23,159.746384
-20,19,159.854969
20,17,159.912225
-160,26,160.056762
-360,36,160.196958
-220,29,160.331517
20,17,160.386108
-60,21,160.485199
-320,34,160.66018
-380,37,160.821467
-20,19,160.872893
-20,19,160.978702
-60,21,161.061593
-460,41,161.221421
-40,20,161.323756
-20,19,161.440234
-500,43,161.585219
40,16,161.656493
-100,23,161.750683
-260,31,161.887283
-80,22,161.972333
-20,19,162.067691
-80,22,162.125763
-220,29,162.260168
-240,30,162.376807
-100,23,162.453541
-300,33,162.584804
-800,58,162.81581
-80,22,162.94258
-100,23,163.053013
-300,33,163.206886
-20,19,163.300668
-100,23,163.365876
-60,21,163.445931
-20,19,163.531306
-140,25,163.614899
-60,21,163.739475
-100,23,163.842867
-200,28,163.976848
-60,21,164.099445
-300,33,164.221214
-260,31,164.367478
-400,38,164.568332
-160,26,164.693249
-400,38,164.869866
-220,29,165.008466
-20,19,165.121517
-360,36,165.286518
-260,31,165.403506
100,13,165.479798
0,18,165.527133
-60,21,182.269374
-400,38,182.485126
-40,20,182.572665
0,18,182.650742
-160,26,182.760217
-320,34,182.929405
-140,25,183.050894
-60,21,183.182745
40,16,183.24111
-480,42,183.41872
-60,21,183.54334
-160,26,183.643638
20,17,183.714561
-120,24,183.827434
-300,33,183.999635
-400,38,184.170839
-140,25,184.290625
20,17,184.36589
40,16,184.451248
-380,37,184.602745
-320,34,184.7591
20,17,184.840495
-80,22,184.932413
-60,21,185.048349
-360,36,185.224351
-200,28,185.328499
-140,25,185.425644
-60,21,185.521704
-160,26,185.631973
-160,26,185.728185
-360,36,185.885541
-520,44,186.061237
-80,22,186.150676
-520,44,186.309716
-60,21,186.395511
20,17,186.472529
0,18,186.548582
40,16,186.624496
-320,34,186.776876
-60,21,186.874774
-200,28,187.013846
-60,21,187.088805
-80,22,187.177536
-20,19,187.261889
-420,39,187.440077
-240,30,187.572898
20,17,187.644848
-20,19,187.733965
-200,28,187.850275
-280,32,188.001192
-120,24,188.097813
-100,23,188.183935
-240,30,188.265264
-540,45,188.409418
-60,21,188.50738
60,15,188.595089
100,13,188.676238
-40,20,188.734684
-60,21,188.789993
-460,41,188.957861
100,13,189.024383
-340,35,189.189343
-220,29,189.336139
-240,30,189.463863
-80,22,189.567812
-240,30,189.716888
-740,55,189.975987
-80,22,190.085976
-140,25,190.194866
-140,25,190.292845
-100,23,190.381332
-180,27,190.534355
-160,26,190.63854
-80,22,190.745772
-480,42,190.899049
-20,19,191.006111
-20,19,191.124236
-520,44,191.318876
-60,21,208.555103
20,17,208.616769
-40,20,208.705005
-380,37,208.849874
60,15,208.929632
-20,19,209.010769
-120,24,209.089163
-180,27,209.205951
-120,24,209.286995
-100,23,209.393323
20,17,209.464401
-920,64,209.70724
40,16,209.829908
-240,30,209.951012
-120,24,210.046025
0,18,210.136586
-380,37,210.331518
-300,33,210.505659
-60,21,210.551687
-400,38,210.739366
-280,32,210.867191
-240,30,210.972628
0,18,211.029217
-180,27,211.147465
-340,35,211.237593
-840,60,211.490118
-80,22,211.596084
-80,22,211.671635
-20,19,211.760059
-600,48,211.933181
-140,25,212.043541
80,14,212.133373
-380,37,212.295492
-540,45,212.490952
-120,24,212.598949
-80,22,212.710747
120,12,212.783579
-60,21,212.871884
-320,34,213.015856
-20,19,213.091206
20,17,213.177017
-520,44,213.362743
0,18,213.414469
20,17,213.501713
-300,33,213.653821
100,13,213.735093
-600,48,213.905738
-580,47,214.124403
40,16,214.201165
-480,42,214.456815
-320,34,214.576391
40,16,214.629138
-140,25,214.759062
-120,24,214.890313
-440,40,215.097084
-60,21,215.180365
-60,21,215.267729
-660,51,215.478846
0,18,215.564465
100,13,215.61401
-220,29,215.748675
-480,42,215.926363
-80,22,216.008964
-360,36,216.149013
-80,22,216.269097
-180,27,216.384254
60,15,216.462478
20,17,216.504072
60,15,216.560264
80,14,216.613686
-140,25,216.738919
120,12,216.81052
120,12,216.855813
-600,48,217.078561
80,14,217.127983
-180,27,217.2589
40,16,217.351367
-380,37,233.970102
40,16,234.064066
-880,62,234.343457
-60,21,234.461614
60,15,234.565394
-1030,53,234.738889
-440,40,234.910553
80,14,235.000736
20,17,235.091303
-300,33,235.219798
-160,26,235.313276
-360,36,235.474457
-180,27,235.613892
-320,34,235.738327
40,16,235.809552
80,14,235.869299
40,16,235.949846
-80,22,236.050427
80,14,236.118153
-120,24,236.215979
20,17,236.285549
-240,30,236.421798
80,14,236.501513
-260,31,236.596267
-360,36,236.719652
-140,25,236.796145
-360,36,236.930056
-220,29,237.026606
-40,20,237.121253
0,18,237.189382
-520,44,237.383204
60,15,237.445089
-1050,69,237.721121
-460,41,237.884204
100,13,237.963048
-80,22,238.057912
-180,27,238.176878
-280,32,238.319443
-100,23,238.449317
-100,23,238.549813
80,14,238.641047
-20,19,238.705557
60,15,238.789514
-20,19,238.865247
-140,25,238.984495
0,18,239.075373
-100,23,239.199798
-180,27,239.301775
-100,23,239.425452
-280,32,239.532312
-180,27,239.636611
-180,27,239.733167
40,16,239.823817
-60,21,239.913988
40,16,239.99829
80,14,240.072811
20,17,240.1528
-180,27,240.316878
-320,34,240.475004
-220,29,240.624799
-340,35,240.763066
40,16,240.830575
-120,24,240.933403
-20,19,241.04517
-1010,52,241.233938
-380,37,241.384333
0,18,241.465097
-180,27,241.542931
-60,21,241.601812
80,14,241.672252
-400,38,241.843487
-60,21,241.952227
-280,32,242.103056
80,14,242.163983
-480,42,242.340287
60,15,242.390784
80,14,242.430259
-580,47,242.606637
-260,31,259.343682
-80,22,259.435147
-200,28,259.531514
-100,23,259.648108
-160,26,259.734561
20,17,259.839149
-20,19,259.946934
-280,32,260.070621
-140,25,260.190772
60,15,260.268934
-400,38,260.419839
-360,36,260.556423
0,18,260.663455
60,15,260.692184
-20,19,260.780162
-200,28,260.930063
-80,22,261.008312
60,15,261.103013
-560,46,261.286484
-240,30,261.415057
-80,22,261.508034
-260,31,261.644229
60,15,261.729257
-1180,77,262.07742
20,17,262.180996
-160,26,262.276262
-180,27,262.399373
-200,28,262.522599
20,17,262.603186
-560,46,262.755441
-300,33,262.880977
-60,21,262.956918
-340,35,263.078043
-320,34,263.215621
-160,26,263.339787
-60,21,263.458829
-160,26,263.56098
-60,21,263.67973
-260,31,263.809052
-560,46,264.048942
40,16,264.10225
60,15,264.177285
-20,19,264.255939
-540,45,264.424384
-120,24,264.531043
-180,27,264.65799
20,17,264.748605
-20,19,264.812346
-520,44,265.022622
-720,54,265.19613
-40,20,265.288392
-820,59,265.476771
-20,19,265.559561
-360,36,265.724568
20,17,265.792369
-60,21,265.9021
-20,19,266.020015
40,16,266.075103
-500,43,266.26674
-780,57,266.476879
-40,20,266.572773
-340,35,266.730748
-500,43,266.908206
-260,31,267.075663
80,14,267.124552
-120,24,267.246654
-200,28,267.417197
-260,31,267.596226
20,17,267.664773
-80,22,267.755066
40,16,267.808035
60,15,267.894897
-740,55,268.108326
80,14,268.170457
20,17,284.888818
-240,30,285.019364
20,17,285.085719
40,16,285.145167
80,14,285.199064
-140,25,285.327083
-460,41,285.487817
0,18,285.560493
-160,26,285.670165
-80,22,285.775696
-40,20,285.869537
80,14,285.940465
80,14,285.998258
-620,49,286.245338
-120,24,286.321333
-380,37,286.49456
20,17,286.587482
-80,22,286.691271
-800,58,286.922187
-220,29,287.014868
-40,20,287.073929
-60,21,287.186723
-280,32,287.323259
-1030,53,287.606521
-380,37,287.735296
-200,28,287.85596
-40,20,287.916903
-100,23,287.991645
-60,21,288.10651
-20,19,288.21091
-80,22,288.321813
-950,64,288.622094
-200,28,288.758225
-20,19,288.823305
-80,22,288.890892
100,13,288.944741
-180,27,289.061523
-80,22,289.16152
-620,49,289.357472
60,15,289.427886
-200,28,289.53072
-360,36,289.658169
-340,35,289.838481
-120,24,289.957557
-600,48,290.194522
-200,28,290.326189
-240,30,290.451262
-280,32,290.555823
-40,20,290.665648
-320,34,290.764546
-360,36,290.889745
-280,32,291.053033
-20,19,291.150085
-80,22,291.2586
-580,47,291.462936
40,16,291.547076
60,15,291.59429
-500,43,291.783467
0,18,291.880576
-40,20,291.975622
-20,19,292.03237
60,15,292.091902
-20,19,292.180186
-140,25,292.304125
-120,24,292.408145
-200,28,292.528326
-300,33,292.701416
80,14,292.748836
-140,25,292.818131
-120,24,292.933645
-160,26,293.04669
-280,32,293.168014
-480,42,293.375345
-300,33,293.548345
100,13,293.60765
-400,38,293.813346
20,17,311.158308
-120,24,311.258178
-20,19,311.362639
-300,33,311.502518
-60,21,311.583461
-280,32,311.724326
-200,28,311.837436
-80,22,311.902988
-560,46,312.153953
-910,62,312.440253
40,16,312.537681
-1160,76,312.852337
-120,24,312.970092
-100,23,313.051222
-1360,86,313.399042
-420,39,313.609758
-40,20,313.696566
-180,27,313.825903
0,18,313.917609
20,17,313.997977
-80,22,314.103632
-440,40,314.288024
-140,25,314.392168
-180,27,314.521959
20,17,314.617113
40,16,314.726719
-100,23,314.834002
-580,47,315.010471
-80,22,315.119869
-200,28,315.210288
-1010,52,315.427117
-540,45,315.591439
-140,25,315.70784
-300,33,315.849593
-20,19,315.926728
-260,31,316.037661
-240,30,316.189818
-140,25,316.33029
0,18,316.398528
-60,21,316.483798
40,16,316.535031
20,17,316.582103
-220,29,316.723338
-340,35,316.865852
-40,20,316.938504
-980,67,317.220361
-100,23,317.301438
80,14,317.367428
-80,22,317.456494
-960,66,317.704661
0,18,317.771544
-280,32,317.913921
60,15,317.980145
-240,30,318.103119
-950,64,318.36089
100,13,318.404931
-280,32,318.571058
-580,47,318.785875
-100,23,318.867107
-140,25,318.953067
60,15,319.008549
0,18,319.082991
-60,21,319.171383
80,14,319.227019
-120,24,319.369952
0,18,319.449601
-120,24,319.584862
-780,57,319.807785
-320,34,319.934675
-200,28,336.962355
-420,39,337.122123
-460,41,337.296386
-240,30,337.458356
0,18,337.546788
-540,45,337.761711
120,12,337.847976
-60,21,337.952785
40,16,338.00758
80,14,338.072692
-220,29,338.179089
40,16,338.250046
-160,26,338.359288
0,18,338.469577
-20,19,338.576113
-140,25,338.687672
-120,24,338.788573
-930,63,339.062808
-380,37,339.211904
-440,40,339.412378
60,15,339.468575
60,15,339.547365
0,18,339.641817
0,18,339.731072
-80,22,339.823116
-380,37,340.048197
-280,32,340.190419
120,12,340.261016
-480,42,340.436099
0,18,340.525355
-60,21,340.625091
-20,19,340.720558
-100,23,340.847231
-100,23,340.979801
-100,23,341.083329
0,18,341.175863
-120,24,341.286701
40,16,341.362523
-260,31,341.459823
80,14,341.536344
-60,21,341.629841
-20,19,341.712522
80,14,341.767899
-340,35,341.950421
-500,43,342.15282
0,18,342.246493
-100,23,342.324135
-80,22,342.426109
-100,23,342.511568
-420,39,342.642902
60,15,342.761689
40,16,342.839433
-500,43,343.000494
80,14,343.060746
-380,37,343.209105
0,18,343.269156
-60,21,343.358432
-360,36,343.488532
-160,26,343.610638
-220,29,343.760391
-560,46,343.98522
-140,25,344.09519
-60,21,344.180901
-640,50,344.41774
-460,41,344.57905
100,13,344.624345
-1280,82,345.016139
-300,33,345.165395
-280,32,345.318758
0,18,345.408804
-300,33,345.579726
20,17,345.654311
-280,32,345.834474
-20,19,345.921271
100,13,345.977199
100,13,346.062809
20,17,346.13672
0,18,346.22907
-180,27,362.138533
40,16,362.193654
-620,49,362.414003
-40,20,362.480977
120,12,362.529099
-60,21,362.631999
60,15,362.684835
120,12,362.745211
-160,26,362.841886
-60,21,362.919262
-80,22,362.994251
60,15,363.067366
-120,24,363.176696
-180,27,363.265697
-20,19,363.348521
40,16,363.436005
80,14,363.488097
-600,48,363.695037
60,15,363.754685
120,12,363.799782
-140,25,363.93539
-20,19,364.048103
-20,19,364.140712
-100,23,364.294383
0,18,364.364155
-40,20,364.450767
40,16,364.517956
-120,24,364.628356
-260,31,364.751524
60,15,364.816506
0,18,364.873774
-120,24,364.972771
-560,46,365.175934
-40,20,365.31106
-60,21,365.411547
-240,30,365.539419
-500,43,365.748931
-360,36,365.892045
-480,42,366.035829
-240,30,366.165004
20,17,366.299325
0,18,366.403444
-930,63,366.607616
80,14,366.679173
-80,22,366.764808
60,15,366.827359
-1280,82,367.163729
-1010,52,367.351311
80,14,367.423947
-40,20,367.511145
60,15,367.593692
20,17,367.676108
40,16,367.745843
-440,40,367.898115
-60,21,367.997344
40,16,368.067306
-80,22,368.200878
-100,23,368.304751
-220,29,368.443777
-340,35,368.591755
-520,44,368.756696
20,17,368.871593
-300,33,369.02733
-180,27,369.157412
20,17,369.227681
0,18,369.283503
-120,24,369.348697
-420,39,369.484674
-20,19,369.568753
-220,29,369.714172
100,13,369.781097
-60,21,369.87663
0,18,369.949967
-500,43,370.12061
-200,28,370.224384
-100,23,370.338309
-140,25,370.486065
-20,19,370.5722
-80,22,370.680719
-20,19,370.773941
-860,61,370.976239
-460,41,387.240738
20,17,387.307223
-140,25,387.410327
-260,31,387.561982
-700,53,387.771119
80,14,387.82683
-1110,72,388.07131
80,14,388.125016
-300,33,388.306512
-160,26,388.394667
-100,23,388.493272
-300,33,388.645082
-20,19,388.718631
0,18,388.772396
0,18,388.871884
40,16,388.928362
100,13,389.021691
0,18,389.133149
-1010,52,389.395902
-340,35,389.570988
0,18,389.656101
-280,32,389.828369
-520,44,390.013234
-540,45,390.185336
-320,34,390.313911
100,13,390.40068
-120,24,390.508689
20,17,390.60603
-180,27,390.721614
-100,23,390.83972
-580,47,391.033393
-340,35,391.180027
-700,53,391.394688
20,17,391.438556
0,18,391.516398
100,13,391.57853
-100,23,391.649883
-160,26,391.790783
-100,23,391.912647
-20,19,392.010609
-80,22,392.140166
-180,27,392.23347
-140,25,392.321315
60,15,392.403983
-140,25,392.489419
0,18,392.575822
-20,19,392.695786
-40,20,392.766926
-80,22,392.877526
0,18,392.991335
-160,26,393.069109
60,15,393.127966
40,16,393.183128
100,13,393.278257
-360,36,393.462464
-160,26,393.589625
60,15,393.645371
-220,29,393.77895
-80,22,393.869669
-380,37,394.045668
-700,53,394.24973
-320,34,394.413053
-20,19,394.484276
-80,22,394.620277
-180,27,394.738008
-500,43,394.877091
-180,27,395.013136
-220,29,395.100036
-340,35,395.25563
-340,35,395.397542
-140,25,395.513556
-820,59,395.757043
-240,30,395.872111
-40,20,396.001408
60,15,396.064017
40,16,412.49748
-400,38,412.654934
-280,32,412.775512
-600,48,412.97653
-40,20,413.085285
-120,24,413.166592
-1130,73,413.454543
-360,36,413.600337
-40,20,413.682655
-80,22,413.782665
40,16,413.900239
60,15,413.972661
40,16,414.033332
80,14,414.129454
80,14,414.191268
0,18,414.259339
-1050,54,414.503652
-500,43,414.664482
-20,19,414.762029
-700,53,414.99343
-200,28,415.096215
-200,28,415.235347
-40,20,415.326604
-100,23,415.460626
-60,21,415.584186
-280,32,415.755978
-40,20,415.870032
-580,47,416.072053
-160,26,416.175176
80,14,416.227144
-120,24,416.337579
100,13,416.381422
40,16,416.437581
-220,29,416.56372
-520,44,416.739846
-240,30,416.893051
-440,40,417.081198
-100,23,417.174891
-260,31,417.322455
-20,19,417.415126
-80,22,417.500438
60,15,417.596034
-420,39,417.772461
-1150,74,418.059582
-240,30,418.200532
-60,21,418.299966
-20,19,418.364206
-80,22,418.461613
-120,24,418.560226
-140,25,418.695845
-640,50,418.929204
-80,22,419.011562
-80,22,419.120016
-140,25,419.222498
0,18,419.293414
-320,34,419.445799
0,18,419.495851
-360,36,419.649436
100,13,419.70345
-140,25,419.828865
0,18,419.932215
-100,23,420.03375
-320,34,420.167321
80,14,420.241459
0,18,420.302956
-200,28,420.398225
40,16,420.477876
0,18,420.561528
-300,33,420.699179
-620,49,420.910702
-260,31,421.0515
-300,33,421.170427
-80,22,421.257095
-20,19,421.34068
-140,25,421.409593
-40,20,437.725373
40,16,437.797829
-1120,74,438.12005
40,16,438.188797
-380,37,438.338084
120,12,438.406856
-540,45,438.591703
-20,19,438.689276
40,16,438.743079
-340,35,438.934227
0,18,439.022696
-360,36,439.152066
40,16,439.221468
-910,62,439.484005
120,12,439.557919
-180,27,439.686255
60,15,439.766006
60,15,439.851249
-40,20,439.931286
-240,30,440.053672
20,17,440.143095
-40,20,440.229549
-360,36,440.381918
-40,20,440.462535
-80,22,440.572812
-20,19,440.670487
20,17,440.736307
40,16,440.821385
-200,28,440.935888
-360,36,441.071023
0,18,441.153623
-120,24,441.241244
80,14,441.332501
40,16,441.395632
-1050,54,441.575871
20,17,441.674482
-140,25,441.802575
-930,63,442.072653
0,18,442.158534
-20,19,442.244779
40,16,442.368108
-60,21,442.440424
-60,21,442.534293
0,18,442.635035
-780,57,442.868809
-1030,53,443.100236
-120,24,443.189202
-100,23,443.316329
60,15,443.419625
-40,20,443.537678
-500,43,443.733908
80,14,443.820085
60,15,443.90399
-240,30,444.072049
-1000,68,444.299911
-520,44,444.508503
0,18,444.582487
80,14,444.681046
-120,24,444.803026
-140,25,444.925594
-20,19,445.051217
-40,20,445.144346
-1180,77,445.537885
0,18,445.573863
-460,41,445.749667
80,14,445.817118
-400,38,445.961421
-1030,53,446.17996
20,17,446.254748
-20,19,446.33742
-160,26,446.446563
-20,19,446.561443
60,15,446.607273
-160,26,446.788045
-40,20,446.897481
40,16,446.948081
-420,39,463.128342
20,17,463.215356
-40,20,463.311082
20,17,463.398433
-260,31,463.562034
-280,32,463.697128
-160,26,463.838765
40,16,463.917352
-340,35,464.068356
40,16,464.173575
-260,31,464.267974
-1130,73,464.561738
0,18,464.688617
80,14,464.757789
80,14,464.833619
-300,33,465.005171
-300,33,465.137194
-160,26,465.24853
0,18,465.335126
40,16,465.408378
-60,21,465.527772
-500,43,465.725747
80,14,465.792385
-420,39,465.936316
-60,21,466.057536
0,18,466.135504
-1140,75,466.433223
-80,22,466.52713
-220,29,466.685142
20,17,466.776028
40,16,466.857208
-120,24,466.98765
80,14,467.091551
-540,45,467.283543
-60,21,467.413689
-420,39,467.601149
-240,30,467.695465
40,16,467.764538
0,18,467.867089
-1130,58,468.106758
40,16,468.180981
-1110,57,468.377408
0,18,468.456616
-20,19,468.577914
100,13,468.637469
-120,24,468.727922
-80,22,468.852725
-40,20,468.938237
100,13,468.983008
120,12,469.031665
-380,37,469.155823
-560,46,469.320523
-80,22,469.457192
80,14,469.533374
20,17,469.62683
40,16,469.68798
20,17,469.751024
-280,32,469.892301
40,16,469.970021
-360,36,470.125629
-40,20,470.230855
80,14,470.30492
0,18,470.387897
-160,26,470.489685
-260,31,470.637987
20,17,470.695495
-240,30,470.842574
40,16,470.916393
-380,37,471.062294
