#{"t_start": 1692020210.576476, "env_id": null}
r,l,t
-320,34,56.245347
-580,47,56.41237
-60,21,56.487617
-140,25,56.5752
-100,23,56.697145
-20,19,56.793665
-160,26,56.903608
-540,45,57.122919
-180,27,57.250431
-220,29,57.386775
-40,20,57.491796
-140,25,57.554837
-360,36,57.715431
-40,20,57.802366
-380,37,57.980345
-220,29,58.119236
-140,25,58.235906
-400,38,58.328243
-460,41,58.456666
-140,25,58.606769
-300,33,58.721257
-660,51,58.930416
-160,26,59.066034
-280,32,59.203782
-60,21,59.305417
-320,34,59.452933
-400,38,59.592191
-680,52,59.787567
-260,31,59.934838
-220,29,60.038663
-140,25,60.130011
-20,19,60.206356
-260,31,60.330456
-320,34,60.449259
-100,23,60.578349
20,17,60.62314
0,18,60.693924
-860,61,60.91323
-600,48,61.13596
-400,38,61.273966
-460,41,61.415317
-20,19,61.501726
-140,25,61.596881
0,18,61.68856
-180,27,61.783375
-560,46,61.96911
80,14,62.034019
-380,37,62.168421
-500,43,62.360767
-80,22,62.439623
60,15,62.483035
-280,32,62.595335
-440,40,62.711657
-20,19,62.774843
-180,27,62.890401
-240,30,63.027586
-120,24,63.122567
-400,38,63.285396
20,17,63.365197
-200,28,63.471287
-20,19,63.558505
-100,23,80.283493
-240,30,80.384639
-180,27,80.545468
-1300,83,80.96126
40,16,81.039067
20,17,81.125316
-80,22,81.205065
-320,34,81.366105
-340,35,81.537053
-380,37,81.690627
-20,19,81.778815
40,16,81.859452
-280,32,82.013177
-120,24,82.129709
40,16,82.201292
-300,33,82.3387
-140,25,82.441151
-500,43,82.67514
-140,25,82.769316
-380,37,82.922637
-40,20,83.01676
-280,32,83.150512
-100,23,83.248476
-460,41,83.474352
-240,30,83.602042
-700,53,83.848633
-640,50,84.03896
-280,32,84.159826
-140,25,84.314749
-40,20,84.395717
100,13,84.435401
-340,35,84.575143
-120,24,84.682526
-160,26,84.803772
-200,28,84.910169
-700,53,85.119564
-780,57,85.358284
-420,39,85.531183
-300,33,85.705344
-1020,51,85.904476
-180,27,86.050112
-360,36,86.215419
-200,28,86.328421
-140,25,86.422754
-280,32,86.588778
-20,19,86.691852
-100,23,86.798112
-400,38,86.927467
-280,32,87.077999
-1080,72,87.361379
60,15,87.44985
-140,25,87.533649
-100,23,87.611917
-560,46,87.811449
-460,41,87.986098
-400,38,88.109031
-400,38,88.265556
-140,25,88.342261
-40,20,88.444531
-180,27,88.53074
-100,23,88.623941
0,18,88.711772
0,18,88.776068
60,15,88.831434
-20,19,88.924332
-220,29,89.09588
-420,39,106.158252
-480,42,106.316723
40,16,106.381636
40,16,106.444252
80,14,106.501452
-400,38,106.680154
40,16,106.756444
-80,22,106.863322
-280,32,107.026405
40,16,107.093214
-120,24,107.198962
-20,19,107.264856
-60,21,107.359354
-220,29,107.454453
-100,23,107.561744
-120,24,107.683417
-40,20,107.770574
-200,28,107.922638
-120,24,108.003779
-380,37,108.208123
20,17,108.260113
0,18,108.369743
-160,26,108.478643
-1030,53,108.730011
-220,29,108.833799
-200,28,108.919998
-140,25,109.041043
-320,34,109.165179
-1080,72,109.512841
60,15,109.600913
-260,31,109.749655
-100,23,109.854003
-700,53,110.040498
-120,24,110.171854
-280,32,110.324803
-520,44,110.522853
80,14,110.585178
-100,23,110.702169
-1430,73,111.019939
0,18,111.103186
-200,28,111.213703
-840,60,111.458049
-700,53,111.699043
-420,39,111.867648
-60,21,111.942173
-220,29,112.059437
-20,19,112.151033
-520,44,112.322453
-40,20,112.463778
-440,40,112.621818
-320,34,112.756893
-200,28,112.92233
-20,19,113.019836
-280,32,113.119222
40,16,113.183264
-420,39,113.326491
-480,42,113.529252
-320,34,113.664053
-60,21,113.755654
-660,51,113.999867
-220,29,114.13183
-240,30,114.259809
-620,49,114.454638
-60,21,114.550273
-20,19,114.648998
-380,37,114.800367
-780,57,115.032865
-320,34,131.545452
-40,20,131.614027
-80,22,131.716748
40,16,131.79434
40,16,131.856759
-160,26,131.958151
-460,41,132.109093
-320,34,132.234285
-660,51,132.479405
-300,33,132.614028
-600,48,132.819912
-700,53,133.088602
-40,20,133.179104
40,16,133.260778
-40,20,133.379212
-100,23,133.461193
-340,35,133.566843
-180,27,133.664824
60,15,133.755617
-20,19,133.860938
-480,42,134.049708
-480,42,134.236689
-40,20,134.360819
-600,48,134.533756
40,16,134.596906
-400,38,134.780493
-240,30,134.89305
-340,35,135.031772
-40,20,135.109622
-340,35,135.29571
-800,58,135.544734
-40,20,135.625473
-140,25,135.768729
-580,47,135.931488
-100,23,136.016109
-200,28,136.169821
-360,36,136.303942
-420,39,136.488081
-200,28,136.63896
120,12,136.698842
100,13,136.749415
-20,19,136.857879
-60,21,136.933099
-80,22,137.011861
-60,21,137.117287
-720,54,137.36505
-240,30,137.472286
-220,29,137.579714
-220,29,137.704715
-1130,58,137.953244
40,16,138.006638
-1050,54,138.256603
-20,19,138.322766
-80,22,138.415296
-240,30,138.53756
80,14,138.608085
-100,23,138.705114
-180,27,138.822962
-180,27,138.947983
-60,21,139.039834
-140,25,139.134345
-40,20,139.267735
-200,28,139.39213
-220,29,139.515329
-440,40,139.685737
-20,19,139.78161
-240,30,139.927845
-520,44,140.125938
0,18,140.194913
20,17,140.270735
-380,37,156.830454
-440,40,156.996352
0,18,157.066664
-200,28,157.219427
-660,51,157.455889
-140,25,157.555979
-820,59,157.822047
-1010,52,158.029599
-80,22,158.101512
-140,25,158.230643
-160,26,158.304196
-60,21,158.366216
-20,19,158.455576
-180,27,158.596296
-460,41,158.756226
-60,21,158.839965
-200,28,158.948621
-620,49,159.125034
0,18,159.191431
20,17,159.258394
-660,51,159.439446
-120,24,159.558249
-120,24,159.643961
-440,40,159.821364
-200,28,159.969525
-100,23,160.072492
-800,58,160.31502
-80,22,160.393493
-280,32,160.545126
60,15,160.625285
60,15,160.696092
-40,20,160.79384
-220,29,160.893352
-120,24,160.999154
-420,39,161.155115
-100,23,161.270085
0,18,161.338193
-560,46,161.542455
-920,64,161.797921
40,16,161.874175
-100,23,161.96009
-160,26,162.090166
-200,28,162.171037
-320,34,162.321831
-1050,69,162.592214
0,18,162.67671
-180,27,162.76902
-40,20,162.865474
-160,26,162.983091
-300,33,163.155615
-1010,67,163.410043
-120,24,163.514371
-400,38,163.662901
-80,22,163.797587
-120,24,163.917107
-200,28,164.040107
40,16,164.138816
-180,27,164.232102
-260,31,164.384362
-80,22,164.49643
-1080,72,164.824751
-260,31,164.965061
-100,23,165.113733
-280,32,165.247951
-100,23,165.36056
-660,51,165.55551
-60,21,182.334974
120,12,182.403379
-200,28,182.522372
-580,47,182.717039
-320,34,182.891789
-180,27,182.991581
-140,25,183.170633
-220,29,183.282395
-140,25,183.38216
-400,38,183.604918
-260,31,183.701785
40,16,183.790428
60,15,183.869958
-120,24,183.961441
-620,49,184.205696
60,15,184.269277
-100,23,184.380551
-220,29,184.527366
-180,27,184.639997
-100,23,184.742065
-40,20,184.828951
-220,29,184.963139
-180,27,185.084966
-20,19,185.192451
-440,40,185.357929
-100,23,185.459218
-80,22,185.553744
-120,24,185.659033
-240,30,185.76415
-520,44,185.948655
-280,32,186.083914
-930,63,186.318749
-880,62,186.572805
-520,44,186.802073
-160,26,186.910225
-180,27,187.033368
40,16,187.10102
80,14,187.151017
-300,33,187.283258
-140,25,187.393575
-180,27,187.512681
-160,26,187.631984
60,15,187.702565
-480,42,187.874724
-260,31,188.024355
40,16,188.08658
-260,31,188.206949
-120,24,188.271292
40,16,188.311676
-60,21,188.389347
-180,27,188.494097
40,16,188.607815
-80,22,188.702329
-620,49,188.877247
-60,21,188.942779
-200,28,189.076317
-720,54,189.355767
-580,47,189.553309
-180,27,189.690303
-340,35,189.838397
-200,28,189.993146
-500,43,190.181958
-300,33,190.330649
-260,31,190.4654
-240,30,190.614811
-140,25,190.717329
-920,64,190.990524
0,18,191.091307
-180,27,191.225051
-420,39,208.470372
-100,23,208.638286
-40,20,208.720936
80,14,208.787654
100,13,208.828004
0,18,208.912379
-80,22,208.999205
-160,26,209.105223
-220,29,209.227259
-220,29,209.309722
-340,35,209.488643
-80,22,209.566066
-480,42,209.722181
-80,22,209.853958
-1040,70,210.158745
40,16,210.262179
-40,20,210.367343
-80,22,210.462082
-700,53,210.692157
-60,21,210.789527
-440,40,210.936747
-260,31,211.035634
-620,49,211.207319
-160,26,211.324018
-40,20,211.382229
40,16,211.436347
-100,23,211.53335
-180,27,211.636735
-340,35,211.812246
-580,47,211.979306
-260,31,212.151273
-100,23,212.234085
60,15,212.323243
-180,27,212.434889
-420,39,212.611146
-20,19,212.693683
-500,43,212.903991
-40,20,212.979013
-480,42,213.186218
40,16,213.240988
-40,20,213.307937
-340,35,213.468869
-40,20,213.549229
-180,27,213.700449
-420,39,213.845268
-80,22,213.928793
-740,55,214.182312
-40,20,214.30098
40,16,214.391227
-220,29,214.526503
-320,34,214.666193
-40,20,214.77115
0,18,214.863594
60,15,214.959228
-120,24,215.065805
-40,20,215.146122
-60,21,215.227714
-260,31,215.371798
-60,21,215.45952
-20,19,215.535812
-220,29,215.655629
-320,34,215.79728
-220,29,215.943648
-40,20,216.013869
-80,22,216.086727
-220,29,216.22473
-80,22,216.346458
-60,21,216.442853
-950,64,216.672574
-80,22,216.782963
20,17,216.887679
-80,22,216.968404
-760,56,217.206991
-100,23,217.336726
-200,28,233.914444
-120,24,234.049142
0,18,234.148264
-40,20,234.232667
20,17,234.307387
20,17,234.382465
100,13,234.450803
100,13,234.547171
-1010,52,234.717921
-140,25,234.833501
-20,19,234.921908
-120,24,235.065733
-1110,57,235.2781
-340,35,235.443645
-520,44,235.658306
-660,51,235.849029
-740,55,236.097684
60,15,236.175585
-240,30,236.300854
100,13,236.371322
-60,21,236.448223
-680,52,236.642978
-1070,55,236.820928
0,18,236.876114
-520,44,237.036201
-60,21,237.143407
-240,30,237.261999
20,17,237.341036
-320,34,237.471136
40,16,237.549637
-360,36,237.676922
-600,48,237.872959
-100,23,238.007622
40,16,238.074958
40,16,238.140545
-340,35,238.29898
0,18,238.387721
-120,24,238.501127
-60,21,238.625074
-160,26,238.730323
-1070,70,239.062254
40,16,239.155342
0,18,239.242554
-260,31,239.370832
-1020,51,239.561329
-740,55,239.77641
-100,23,239.886184
-100,23,240.02155
-160,26,240.137119
-160,26,240.289264
0,18,240.391942
-20,19,240.462805
60,15,240.554286
-160,26,240.665701
-200,28,240.790138
0,18,240.871744
-40,20,240.960913
20,17,241.05296
100,13,241.092231
-580,47,241.262865
-320,34,241.410599
-1010,67,241.643256
-60,21,241.724716
-460,41,241.914721
-280,32,242.064793
-240,30,242.216503
-1130,73,242.456859
-60,21,242.555979
-560,46,259.362029
-20,19,259.424371
-280,32,259.547442
-140,25,259.675247
-160,26,259.767732
-60,21,259.875792
-1010,52,260.129532
-100,23,260.227763
-840,60,260.47686
40,16,260.530375
-440,40,260.703034
-200,28,260.849007
-100,23,260.970744
-180,27,261.077275
-220,29,261.210949
-180,27,261.317151
0,18,261.392623
20,17,261.473154
-480,42,261.661035
-280,32,261.818329
-200,28,261.927525
-360,36,262.121808
-600,48,262.320034
-580,47,262.536349
-620,49,262.71758
-160,26,262.800005
-400,38,262.932081
60,15,262.99724
-60,21,263.059783
-160,26,263.14787
-260,31,263.309554
-40,20,263.435926
-20,19,263.522334
-140,25,263.634499
60,15,263.720707
-60,21,263.785443
40,16,263.85852
-120,24,263.985234
-600,48,264.22394
-1620,99,264.614999
-480,42,264.799469
-1670,100,265.184243
40,16,265.258094
-1010,52,265.44073
-160,26,265.535003
-180,27,265.662832
-300,33,265.805904
-120,24,265.943168
40,16,266.036322
-220,29,266.139378
0,18,266.215049
-1150,74,266.495243
-440,40,266.687724
-440,40,266.844137
-120,24,266.967756
-520,44,267.173063
0,18,267.283171
0,18,267.387339
120,12,267.470077
-300,33,267.634068
-140,25,267.713474
-160,26,267.861592
-120,24,267.944149
-80,22,268.041169
20,17,268.098728
-40,20,268.20203
100,13,284.903234
-120,24,285.001647
-720,54,285.217211
20,17,285.30416
-200,28,285.425833
-540,45,285.60124
-80,22,285.688309
40,16,285.758469
20,17,285.853369
100,13,285.898205
-60,21,286.009737
-280,32,286.167039
20,17,286.253551
20,17,286.298344
-140,25,286.429431
-400,38,286.62176
-260,31,286.738436
-80,22,286.81225
-20,19,286.905337
-140,25,286.992986
-460,41,287.144822
-620,49,287.395911
-80,22,287.492662
40,16,287.570298
-20,19,287.657135
-500,43,287.812629
-440,40,287.950887
20,17,288.017723
-120,24,288.139705
-300,33,288.311184
-120,24,288.408117
-920,64,288.738721
-140,25,288.843258
-80,22,288.899658
-220,29,289.00532
-1030,53,289.261955
-320,34,289.386766
-260,31,289.484942
-460,41,289.647349
-160,26,289.778141
0,18,289.873311
-80,22,290.000922
-200,28,290.125921
-60,21,290.215296
0,18,290.310234
-60,21,290.408573
-620,49,290.578541
-280,32,290.714014
-220,29,290.796212
-120,24,290.900778
-20,19,291.008893
-80,22,291.113311
-60,21,291.21029
0,18,291.287634
20,17,291.346445
-20,19,291.445384
-380,37,291.607217
-160,26,291.728958
-120,24,291.831352
80,14,291.909937
-380,37,292.063104
-120,24,292.15315
0,18,292.228807
-20,19,292.332154
-600,48,292.536689
-260,31,292.693619
-940,65,292.944189
-620,49,293.14816
60,15,293.207283
-320,34,293.363267
20,17,293.450493
40,16,293.527686
-120,24,293.675504
-240,30,293.83121
-60,21,311.180857
-100,23,311.309386
-240,30,311.446071
-180,27,311.549114
80,14,311.602635
-600,48,311.789178
-520,44,311.976941
40,16,312.06823
20,17,312.163133
40,16,312.230761
-620,49,312.478253
-1030,53,312.694005
-480,42,312.876062
80,14,312.941623
-260,31,313.081812
-120,24,313.188352
-120,24,313.314853
-1370,85,313.66084
-80,22,313.771401
-440,40,313.956413
-200,28,314.08598
0,18,314.204693
-620,49,314.402423
-60,21,314.48904
100,13,314.570022
-480,42,314.792927
-380,37,314.938992
-380,37,315.103341
-60,21,315.176463
40,16,315.25158
-800,58,315.488828
-300,33,315.602035
-180,27,315.723834
-40,20,315.815193
-600,48,315.994171
-140,25,316.103669
-1880,112,316.571202
-700,53,316.786349
-500,43,316.977326
-280,32,317.122766
-20,19,317.18252
-800,58,317.435109
-200,28,317.52419
-80,22,317.614491
-160,26,317.716225
-260,31,317.846111
-440,40,318.012369
-970,65,318.278675
-980,67,318.585355
-60,21,318.642544
-100,23,318.775466
-760,56,318.980517
-100,23,319.061061
-260,31,319.203855
-240,30,319.35757
-300,33,319.533595
-320,34,319.678084
-100,23,319.776227
100,13,319.823439
-280,32,319.949666
20,17,336.933275
40,16,336.992912
-320,34,337.135134
-220,29,337.267273
20,17,337.325354
-100,23,337.447379
-380,37,337.638744
-80,22,337.727337
100,13,337.822444
20,17,337.903874
-180,27,338.023335
-420,39,338.160192
-200,28,338.305061
40,16,338.370354
40,16,338.456601
-520,44,338.677513
20,17,338.756828
-220,29,338.874769
-340,35,339.028992
-60,21,339.135502
-200,28,339.266424
-100,23,339.371543
-420,39,339.521703
40,16,339.600265
-100,23,339.737611
-80,22,339.832169
-180,27,340.005417
-140,25,340.124604
-860,61,340.392624
-40,20,340.465815
-280,32,340.640158
-400,38,340.832749
-820,59,341.144328
-100,23,341.263542
-80,22,341.340525
-480,42,341.510675
-320,34,341.679551
-380,37,341.845607
100,13,341.907331
-60,21,342.008148
-60,21,342.092875
80,14,342.167436
-660,51,342.383055
60,15,342.461291
-180,27,342.552197
-400,38,342.721855
-580,47,342.939674
-1020,69,343.221369
-60,21,343.291318
-200,28,343.396886
-580,47,343.583399
-160,26,343.69908
-120,24,343.830145
-120,24,343.967375
-180,27,344.074151
-400,38,344.25122
-960,66,344.533759
-680,52,344.746894
60,15,344.847374
-40,20,344.932018
-380,37,345.104165
-540,45,345.306608
-260,31,345.444968
20,17,345.528735
-180,27,345.670927
60,15,345.756648
-320,34,345.943204
60,15,346.010185
-80,22,346.120904
-80,22,346.242398
-480,42,362.206932
-500,43,362.383153
-660,51,362.590303
-660,51,362.803585
-140,25,362.896543
-420,39,363.050852
-120,24,363.160392
-100,23,363.233052
-20,19,363.324312
-960,66,363.593071
-1010,67,363.900005
100,13,363.974283
-80,22,364.103557
-60,21,364.238811
-200,28,364.378313
-300,33,364.500268
-700,53,364.719106
-380,37,364.86461
-80,22,364.953141
0,18,365.068907
-120,24,365.129089
-80,22,365.265083
-120,24,365.395766
-20,19,365.468171
0,18,365.578655
-80,22,365.663494
-40,20,365.776045
-260,31,365.882019
-220,29,365.989197
80,14,366.04696
-340,35,366.21724
-160,26,366.376972
-80,22,366.474859
-40,20,366.553097
-340,35,366.643876
-260,31,366.786813
0,18,366.877571
-500,43,367.051239
-220,29,367.154612
-950,64,367.385517
-140,25,367.523194
40,16,367.607579
20,17,367.70196
-360,36,367.82963
-20,19,367.908416
40,16,367.971681
-280,32,368.158498
-120,24,368.25451
-160,26,368.384888
-100,23,368.488042
-420,39,368.650989
-340,35,368.809602
-780,57,369.101804
-480,42,369.255072
-1510,77,369.520297
0,18,369.597422
-380,37,369.789036
100,13,369.854103
60,15,369.904397
-20,19,370.005485
80,14,370.070622
-660,51,370.238858
-160,26,370.383796
-20,19,370.49915
-160,26,370.618752
-380,37,370.794858
-990,66,387.125253
-1250,79,387.429535
-140,25,387.546348
-20,19,387.636718
-180,27,387.728731
-240,30,387.850738
-140,25,387.943371
-520,44,388.086927
-40,20,388.176406
-20,19,388.286423
-280,32,388.416086
-1680,102,388.83616
-120,24,388.938774
-720,54,389.242286
-320,34,389.43747
-620,49,389.6704
-20,19,389.740772
80,14,389.840621
-360,36,389.995396
-80,22,390.080935
120,12,390.119354
60,15,390.174634
-120,24,390.267302
-300,33,390.436947
-320,34,390.619228
-20,19,390.703316
-260,31,390.856757
-440,40,391.004918
-420,39,391.170025
20,17,391.263373
-360,36,391.385942
-200,28,391.480439
-20,19,391.567079
-380,37,391.718097
-240,30,391.864574
-400,38,392.083704
-940,65,392.342935
-40,20,392.440467
-140,25,392.527639
-180,27,392.68039
-220,29,392.787431
120,12,392.860439
20,17,392.962087
-180,27,393.054633
-380,37,393.199044
-100,23,393.337692
-20,19,393.439382
-970,65,393.72084
40,16,393.805227
-180,27,393.944204
-100,23,394.032317
-360,36,394.136707
-60,21,394.278168
-60,21,394.346056
-280,32,394.512349
40,16,394.589386
-540,45,394.796977
-840,60,395.039859
-240,30,395.132284
-140,25,395.227372
-260,31,395.351107
-60,21,395.471022
-460,41,395.637682
-120,24,395.734687
-80,22,395.819921
-160,26,395.946547
-260,31,396.108763
-200,28,412.587507
60,15,412.637157
-180,27,412.738504
-60,21,412.826741
-440,40,413.024268
-20,19,413.097979
20,17,413.149051
-360,36,413.279176
-520,44,413.486084
-180,27,413.575549
-200,28,413.701436
-100,23,413.799953
-320,34,414.004167
40,16,414.067483
-40,20,414.177662
-240,30,414.30044
-40,20,414.362126
-20,19,414.459676
-100,23,414.581615
-200,28,414.67798
-20,19,414.784617
80,14,414.845127
-60,21,414.939323
0,18,415.015457
-200,28,415.111912
-60,21,415.218639
40,16,415.300409
80,14,415.377182
-160,26,415.508806
20,17,415.612242
0,18,415.712928
-160,26,415.838587
-240,30,415.981822
-40,20,416.081647
-240,30,416.19005
-460,41,416.360364
40,16,416.417548
-240,30,416.535306
-200,28,416.649026
-120,24,416.755401
-260,31,416.927319
-360,36,417.091722
-280,32,417.235329
-100,23,417.333653
-680,52,417.581818
-160,26,417.666106
40,16,417.783665
-700,53,417.973004
-200,28,418.106202
-160,26,418.214833
-520,44,418.396901
-420,39,418.571319
-280,32,418.743059
-180,27,418.831719
-100,23,418.959322
-820,59,419.199077
-520,44,419.378928
-400,38,419.551411
60,15,419.601261
20,17,419.67307
-20,19,419.77341
-400,38,419.974983
-180,27,420.07813
-860,61,420.325958
-280,32,420.438613
-1040,70,420.743285
-220,29,420.873294
-520,44,421.068561
-20,19,421.146549
-1420,89,437.705531
-680,52,437.924222
0,18,438.006311
-100,23,438.07877
-1020,51,438.320573
-460,41,438.493845
-20,19,438.572797
-360,36,438.735677
-240,30,438.912449
-640,50,439.111273
-260,31,439.250441
40,16,439.308691
-340,35,439.458549
-360,36,439.643164
-240,30,439.793735
-20,19,439.905287
60,15,439.963184
-120,24,440.041853
0,18,440.155689
-360,36,440.301165
-200,28,440.424721
20,17,440.503793
-40,20,440.596072
-320,34,440.748208
0,18,440.832829
60,15,440.886799
-800,58,441.132835
-780,57,441.38084
-900,63,441.608738
-400,38,441.824191
-620,49,442.026083
120,12,442.083859
-120,24,442.190679
-100,23,442.334735
-160,26,442.429947
-160,26,442.569169
100,13,442.625286
-60,21,442.696932
-1050,54,442.944441
-120,24,443.050844
80,14,443.110997
-180,27,443.209716
0,18,443.32535
60,15,443.429266
60,15,443.49201
-120,24,443.630954
-240,30,443.772221
-440,40,444.016678
-340,35,444.138991
-20,19,444.204771
-180,27,444.313814
-100,23,444.434918
-480,42,444.609845
0,18,444.709565
-100,23,444.834647
-80,22,444.944255
-460,41,445.176868
-560,46,445.395531
-520,44,445.581186
-300,33,445.698937
-40,20,445.806197
-680,52,446.036583
-1820,109,446.484213
-880,62,446.835678
20,17,446.921635
80,14,446.961351
-120,24,463.092564
-180,27,463.197121
-960,66,463.543367
40,16,463.598891
-280,32,463.789
-180,27,463.892171
80,14,463.947752
-60,21,464.049621
80,14,464.152997
-300,33,464.248454
-40,20,464.329364
-180,27,464.411147
-460,41,464.644148
-20,19,464.749659
-200,28,464.904619
80,14,464.979552
-160,26,465.072031
-120,24,465.183139
20,17,465.261265
-160,26,465.367445
40,16,465.484265
-220,29,465.611433
-40,20,465.694806
-80,22,465.818115
-40,20,465.875228
20,17,465.946572
-720,54,466.21031
-360,36,466.353385
-460,41,466.507439
20,17,466.620016
-160,26,466.727172
80,14,466.830561
-220,29,466.957509
40,16,467.065081
40,16,467.146031
-100,23,467.237577
100,13,467.328628
-500,43,467.545577
-180,27,467.64788
-200,28,467.745507
-700,53,467.988444
-160,26,468.115624
-400,38,468.24947
-360,36,468.389579
-380,37,468.589641
80,14,468.649332
-300,33,468.796647
-60,21,468.898943
60,15,468.960397
-20,19,469.022895
-400,38,469.163536
120,12,469.215792
0,18,469.266009
-20,19,469.339527
0,18,469.448655
60,15,469.545974
-860,61,469.779622
-1020,51,470.023578
80,14,470.096147
-280,32,470.273028
-480,42,470.439411
-80,22,470.534464
-640,50,470.761745
60,15,470.809153
0,18,470.905704
-40,20,470.99444
-320,34,471.121389
-700,53,471.361077
20,17,471.425853
-40,20,471.524728
-120,24,471.595862
-40,20,471.703472
-100,23,471.843142
40,16,471.914931
-20,19,471.967507
-440,40,472.099904
-20,19,472.191958
-660,51,489.406533
100,13,489.463195
-60,21,489.546197
-380,37,489.692566
80,14,489.745468
-360,36,489.93778
100,13,489.985481
0,18,490.099454
-900,63,490.415518
-420,39,490.590128
-400,38,490.801763
-440,40,490.945606
-160,26,491.087754
-340,35,491.210149
-1160,76,491.497077
-160,26,491.628882
0,18,491.710941
-100,23,491.790926
-20,19,491.903864
0,18,491.962044
-80,22,492.057361
60,15,492.11558
0,18,492.173668
-320,34,492.296873
-20,19,492.402812
-400,38,492.581532
-120,24,492.670942
20,17,492.746104
-580,47,492.920721
-140,25,493.081368
-20,19,493.164601
-80,22,493.308033
20,17,493.377929
-1030,68,493.651352
20,17,493.79241
20,17,493.871732
-700,53,494.108817
-80,22,494.2066
-260,31,494.37954
-200,28,494.523103
-880,62,494.836031
-580,47,495.041532
60,15,495.136914
-20,19,495.20313
100,13,495.2566
-1010,67,495.517524
60,15,495.568283
-240,30,495.69072
-20,19,495.765992
0,18,495.85239
-300,33,495.96647
-60,21,496.055281
-860,61,496.292232
20,17,496.390409
-20,19,496.474782
-60,21,496.554128
-740,55,496.801703
-120,24,496.92301
100,13,497.00666
-560,46,497.237629
-580,47,497.436528
-1070,55,497.680057
-40,20,497.773617
0,18,497.860271
0,18,497.944415
-40,20,498.03658
20,17,498.115695
60,15,498.2035
-960,66,515.138813
20,17,515.217964
-40,20,515.297726
80,14,515.370863
-40,20,515.467504
0,18,515.566007
-40,20,515.668923
-1170,75,515.92517
-40,20,516.020081
-220,29,516.146474
-360,36,516.329282
-200,28,516.464728
-500,43,516.646435
-60,21,516.757372
20,17,516.838475
80,14,516.893077
-1010,52,517.081075
-100,23,517.185326
0,18,517.257457
-80,22,517.355714
-220,29,517.474475
-200,28,517.563622
-20,19,517.689538
-20,19,517.763673
-380,37,517.88925
-700,53,518.068666
-660,51,518.335356
-40,20,518.428089
-580,47,518.597965
-760,56,518.802741
40,16,518.858652
-320,34,518.984886
-120,24,519.086197
80,14,519.156284
-460,41,519.282882
-80,22,519.38039
-180,27,519.482264
40,16,519.55738
-970,65,519.893938
-60,21,519.95625
-80,22,520.064223
-60,21,520.178982
-40,20,520.270644
-380,37,520.432336
-120,24,520.523595
60,15,520.587476
0,18,520.664221
-760,56,520.982081
